Ojibwe,English,Words w/ Ambiguity,Pre-disambiguation CG Output,Expected CG Output,Notes
Oginibizhaan wiiyaas. Wawiinge gaashikomaane.,He cut up the meat fast. He's really got a sharp knife.,"""<wiiyaas>""
	""wiiyaas"" NI Sg
	""iiyaas"" NID Sg 3SgProxPoss","""<oginibizhaan>""
	""ginibizhan"" VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<wiiyaas>""
	""wiiyaas"" NI Sg
	""iiyaas"" NID Sg 3SgProxPoss
""<.>""

""<wawiinge>""
	""wawiinge"" ADVMan
""<gaashikomaane>""
	""gaashikomaane"" VAI Ind Pos Neu 3SgProxSubj
""<.>""
","""<oginibizhaan>""
	""ginibizhan"" VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<wiiyaas>""
	""wiiyaas"" NI Sg
	""iiyaas"" NID Sg 3SgProxPoss
""<.>""

""<wawiinge>""
	""wawiinge"" ADVMan
""<gaashikomaane>""
	""gaashikomaane"" VAI Ind Pos Neu 3SgProxSubj
""<.>""
",
Bigishkibizh wa'a naanimidano daswaabik enangizod.,Break this fifty dollar bill.,"""<bigishkibizh>""
	""bigishkibizh"" VTA Imp Sim 2SgSubj 3SgProxObj
	""bigishkibizh"" VTA Imp Sim 2SgSubj 3PlProxObj","""<bigishkibizh>""
	""bigishkibizh"" VTA Imp Sim 2SgSubj 3SgProxObj
	""bigishkibizh"" VTA Imp Sim 2SgSubj 3PlProxObj
""<wa'a>""
	""wa'a"" PRONDem
""<naanimidano>""

""<daswaabik>""
	""daswaabik"" NUM
""<enangizod>""
	""inangizo"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<.>""
","""<bigishkibizh>""
	""bigishkibizh"" VTA Imp Sim 2SgSubj 3SgProxObj
	""bigishkibizh"" VTA Imp Sim 2SgSubj 3PlProxObj
""<wa'a>""
	""wa'a"" PRONDem
""<naanimidano>""

""<daswaabik>""
	""daswaabik"" NUM
""<enangizod>""
	""inangizo"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<.>""
",
Agaasoonagizwan Marge odoodaabaanan. Bezhig eta awiya odebashkina'aan.,Marge's call is small. She can only fit one passenger in.,"""<odoodaabaanan>""
	""odaabaan"" NI Pl 3SgProxPoss
	""odaabaan"" NA ObvPl 3SgProxPoss
	""odaabaan"" NA ObvSg 3SgProxPoss
""<odebashkina'aan>""
	""debashkina'"" VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""debashkina'"" VTA Ind Pos Neu 3SgProxSubj 3PlObvObj","""<agaasoonagizwan>""

""<marge>""

""<odoodaabaanan>""
	""odaabaan"" NI Pl 3SgProxPoss
	""odaabaan"" NA ObvPl 3SgProxPoss
	""odaabaan"" NA ObvSg 3SgProxPoss
""<.>""

""<bezhig>""
	""bezhig"" NUM
""<eta>""
	""eta"" AVDDeg
""<awiya>""
	""awiya"" PRONIndf
""<odebashkina'aan>""
	""debashkina'"" VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""debashkina'"" VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
""<.>""
","""<agaasoonagizwan>""

""<marge>""

""<odoodaabaanan>""
	""odaabaan"" NI Pl 3SgProxPoss
	""odaabaan"" NA ObvPl 3SgProxPoss
	""odaabaan"" NA ObvSg 3SgProxPoss
""<.>""

""<bezhig>""
	""bezhig"" NUM
""<eta>""
	""eta"" AVDDeg
""<awiya>""
	""awiya"" PRONIndf
""<odebashkina'aan>""
	""debashkina'"" VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""debashkina'"" VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
""<.>""
",
Ningii-kagwejimigoo ji-gikinoo'amaageyaan gakinoo'amaadiiyigamigong anishinaabemowin ji-dazhindamaan.,I was asked to teach at the school to teach about the Native language.,"""<ji-gikinoo'amaageyaan>""
	""gikinoo'amaage"" PVTense/daa VAI Cnj Pos Neu 1SgSubj
	""gikinoo'amaage"" PVTense/ga VAI Cnj Pos Neu 1SgSubj
""<ji-dazhindamaan>""
	""dazhindan"" PVTense/daa VTI Cnj Pos Neu 1SgSubj 0SgObj
	""dazhindan"" PVTense/ga VTI Cnj Pos Neu 1SgSubj 0SgObj
	""dazhindan"" PVTense/daa VTI Cnj Pos Neu 1SgSubj 0PlObj
	""dazhindan"" PVTense/ga VTI Cnj Pos Neu 1SgSubj 0PlObj","""<ningii-kagwejimigoo>""
	""gagwejim"" PVTense/gii VTA Ind Pos Neu XSubj 1SgObj
""<ji-gikinoo'amaageyaan>""
	""gikinoo'amaage"" PVTense/daa VAI Cnj Pos Neu 1SgSubj
	""gikinoo'amaage"" PVTense/ga VAI Cnj Pos Neu 1SgSubj
""<gakinoo'amaadiiyigamigong>""

""<anishinaabemowin>""
	""anishinaabemowin"" NI Sg
""<ji-dazhindamaan>""
	""dazhindan"" PVTense/daa VTI Cnj Pos Neu 1SgSubj 0SgObj
	""dazhindan"" PVTense/ga VTI Cnj Pos Neu 1SgSubj 0SgObj
	""dazhindan"" PVTense/daa VTI Cnj Pos Neu 1SgSubj 0PlObj
	""dazhindan"" PVTense/ga VTI Cnj Pos Neu 1SgSubj 0PlObj
""<.>""
","""<ningii-kagwejimigoo>""
	""gagwejim"" PVTense/gii VTA Ind Pos Neu XSubj 1SgObj
""<ji-gikinoo'amaageyaan>""
	""gikinoo'amaage"" PVTense/daa VAI Cnj Pos Neu 1SgSubj
	""gikinoo'amaage"" PVTense/ga VAI Cnj Pos Neu 1SgSubj
""<gakinoo'amaadiiyigamigong>""

""<anishinaabemowin>""
	""anishinaabemowin"" NI Sg
""<ji-dazhindamaan>""
	""dazhindan"" PVTense/daa VTI Cnj Pos Neu 1SgSubj 0SgObj
	""dazhindan"" PVTense/ga VTI Cnj Pos Neu 1SgSubj 0SgObj
	""dazhindan"" PVTense/daa VTI Cnj Pos Neu 1SgSubj 0PlObj
	""dazhindan"" PVTense/ga VTI Cnj Pos Neu 1SgSubj 0PlObj
""<.>""
",
Wegonenan iniwedi gaa-ategin.,What are those sitting over there?,"""<gaa-ategin>""
	""ate"" PVSub/gaa VII Cnj Pos Neu 0PlSubj
	""ate"" PVTense/gii VII Pcp Pos Neu 0PlSubj 0PlHead","""<wegonenan>""

""<iniwedi>""
	""iniwedi"" PRONDem
""<gaa-ategin>""
	""ate"" PVSub/gaa VII Cnj Pos Neu 0PlSubj
	""ate"" PVTense/gii VII Pcp Pos Neu 0PlSubj 0PlHead
""<.>""
","""<wegonenan>""

""<iniwedi>""
	""iniwedi"" PRONDem
""<gaa-ategin>""
	""ate"" PVSub/gaa VII Cnj Pos Neu 0PlSubj
	""ate"" PVTense/gii VII Pcp Pos Neu 0PlSubj 0PlHead
""<.>""
",
Odasigishimaan onemaabiinsiman.,He's putting his marbles together.,"""<odasigishimaan>""
	""asigishim"" VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""asigishim"" VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
""<onemaabiinsiman>""
	""nemaabiins"" NA Poss ObvSg 3SgProxPoss
	""nemaabiins"" NA Poss ObvPl 3SgProxPoss","""<odasigishimaan>""
	""asigishim"" VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""asigishim"" VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
""<onemaabiinsiman>""
	""nemaabiins"" NA Poss ObvSg 3SgProxPoss
	""nemaabiins"" NA Poss ObvPl 3SgProxPoss
""<.>""
","""<odasigishimaan>""
	""asigishim"" VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""asigishim"" VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
""<onemaabiinsiman>""
	""nemaabiins"" NA Poss ObvSg 3SgProxPoss
	""nemaabiins"" NA Poss ObvPl 3SgProxPoss
""<.>""
",
Ogiimoodaapi'aan gaa-boogidaapinid.,He's secretly laughing at the one farting from laughing so hard.,"""<ogiimoodaapi'aan>""
	""giimoodaapi'"" VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""giimoodaapi'"" VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
""<gaa-boogidaapinid>""
	""boogidaapi"" PVSub/gaa VAI Cnj Pos Neu 3PlObvSubj
	""boogidaapi"" PVSub/gaa VAI Cnj Pos Neu 3SgObvSubj","""<ogiimoodaapi'aan>""
	""giimoodaapi'"" VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""giimoodaapi'"" VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
""<gaa-boogidaapinid>""
	""boogidaapi"" PVSub/gaa VAI Cnj Pos Neu 3PlObvSubj
	""boogidaapi"" PVSub/gaa VAI Cnj Pos Neu 3SgObvSubj
""<.>""
","""<ogiimoodaapi'aan>""
	""giimoodaapi'"" VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""giimoodaapi'"" VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
""<gaa-boogidaapinid>""
	""boogidaapi"" PVSub/gaa VAI Cnj Pos Neu 3PlObvSubj
	""boogidaapi"" PVSub/gaa VAI Cnj Pos Neu 3SgObvSubj
""<.>""
",
Wii-kagwejikada'odim noongom gaa-giizhigak. Gidaa-gii'-awi-ganawaabimin gegiinawind.,There's going to be a canoe race today. We should go and watch.,"""<wii-kagwejikada'odim>""
	""gagwejikada'wi"" PVTense/wii VTA Recip/di VAI Ind Pos Neu XSubj XObj
	""gagwejikada'"" PVTense/wii VTA Recip/di VAI Ind Pos Neu XSubj XObj
	""gagwejikada'odiwag"" PVTense/wii VAI Ind Pos Neu XSubj XObj
""<gaa-giizhigak>""
	""giizhigad"" PVSub/gaa VII Cnj Pos Neu 0SgSubj
	""giizhigad"" PVSub/gaa VII Cnj Pos Neu 0PlSubj","""<wii-kagwejikada'odim>""
	""gagwejikada'wi"" PVTense/wii VTA Recip/di VAI Ind Pos Neu XSubj XObj
	""gagwejikada'"" PVTense/wii VTA Recip/di VAI Ind Pos Neu XSubj XObj
	""gagwejikada'odiwag"" PVTense/wii VAI Ind Pos Neu XSubj XObj
""<noongom>""
	""noongom"" ADVTmp
""<gaa-giizhigak>""
	""giizhigad"" PVSub/gaa VII Cnj Pos Neu 0SgSubj
	""giizhigad"" PVSub/gaa VII Cnj Pos Neu 0PlSubj
""<.>""

""<gidaa-gii'-awi-ganawaabimin>""
	""PVTense/gii'"" PVTense/daa PVDir/awi ganawaabi VAI Ind Pos Neu InclSubj
""<gegiinawind>""
	""gegiinawind"" PRONPer
""<.>""
","""<wii-kagwejikada'odim>""
	""gagwejikada'wi"" PVTense/wii VTA Recip/di VAI Ind Pos Neu XSubj XObj
	""gagwejikada'"" PVTense/wii VTA Recip/di VAI Ind Pos Neu XSubj XObj
	""gagwejikada'odiwag"" PVTense/wii VAI Ind Pos Neu XSubj XObj
""<noongom>""
	""noongom"" ADVTmp
""<gaa-giizhigak>""
	""giizhigad"" PVSub/gaa VII Cnj Pos Neu 0SgSubj
	""giizhigad"" PVSub/gaa VII Cnj Pos Neu 0PlSubj
""<.>""

""<gidaa-gii'-awi-ganawaabimin>""
	""PVTense/gii'"" PVTense/daa PVDir/awi ganawaabi VAI Ind Pos Neu InclSubj
""<gegiinawind>""
	""gegiinawind"" PRONPer
""<.>""
",
Indigo naa gaye gaa-zhiibiigishkaad gii-chaagideg ezhimaandang.,He thinks he smelled rubber burning.,"""<gii-chaagideg>""
	""jaagide"" PVTense/gii VII Cnj Pos Neu 0SgSubj
	""jaagide"" PVTense/gii VII Cnj Pos Neu 0PlSubj","""<indigo>""
	""indigo"" ADVMan
""<naa>""
	""naa"" PCEmph
""<gaye>""
	""gaye"" ADVConj
""<gaa-zhiibiigishkaad>""

""<gii-chaagideg>""
	""jaagide"" PVTense/gii VII Cnj Pos Neu 0SgSubj
	""jaagide"" PVTense/gii VII Cnj Pos Neu 0PlSubj
""<ezhimaandang>""

""<.>""
","""<indigo>""
	""indigo"" ADVMan
""<naa>""
	""naa"" PCEmph
""<gaye>""
	""gaye"" ADVConj
""<gaa-zhiibiigishkaad>""

""<gii-chaagideg>""
	""jaagide"" PVTense/gii VII Cnj Pos Neu 0SgSubj
	""jaagide"" PVTense/gii VII Cnj Pos Neu 0PlSubj
""<ezhimaandang>""

""<.>""
",
Gichi-makadewaabate iwe waakaa'igan jaagidemagak.,The burning house is spewing black smoke.,"""<jaagidemagak>""
	""jaagide"" VII Aug/magad VII Cnj Pos Neu 0SgSubj
	""jaagide"" VII Aug/magad VII Cnj Pos Neu 0PlSubj","""<gichi-makadewaabate>""
	""makadewaabate"" PVLex/gichi VII Ind Pos Neu 0SgSubj
""<iwe>""

""<waakaa'igan>""
	""waakaa'igan"" NI Sg
""<jaagidemagak>""
	""jaagide"" VII Aug/magad VII Cnj Pos Neu 0SgSubj
	""jaagide"" VII Aug/magad VII Cnj Pos Neu 0PlSubj
""<.>""
","""<gichi-makadewaabate>""
	""makadewaabate"" PVLex/gichi VII Ind Pos Neu 0SgSubj
""<iwe>""

""<waakaa'igan>""
	""waakaa'igan"" NI Sg
""<jaagidemagak>""
	""jaagide"" VII Aug/magad VII Cnj Pos Neu 0SgSubj
	""jaagide"" VII Aug/magad VII Cnj Pos Neu 0PlSubj
""<.>""
",
Nabagisag apishim gijiibaakwaanakik ji-jaagidesinog gidadoopowiniigin.,Put a board under your pot so your tablecloth doesn't get burned.,"""<apishim>""
	""apishim"" VTA Imp Sim 2SgSubj 3SgProxObj
	""apishim"" VTA Imp Sim 2SgSubj 3PlProxObj
""<ji-jaagidesinog>""
	""jaagide"" PVTense/daa VII Cnj Neg Neu 0PlSubj
	""jaagide"" PVTense/ga VII Cnj Neg Neu 0PlSubj
	""jaagide"" PVTense/daa VII Cnj Neg Neu 0SgSubj
	""jaagide"" PVTense/ga VII Cnj Neg Neu 0SgSubj","""<nabagisag>""
	""nabagisag"" NA ProxSg
""<apishim>""
	""apishim"" VTA Imp Sim 2SgSubj 3SgProxObj
	""apishim"" VTA Imp Sim 2SgSubj 3PlProxObj
""<gijiibaakwaanakik>""
	""jiibaakwaanakik"" NA ProxSg 2SgPoss
""<ji-jaagidesinog>""
	""jaagide"" PVTense/daa VII Cnj Neg Neu 0PlSubj
	""jaagide"" PVTense/ga VII Cnj Neg Neu 0PlSubj
	""jaagide"" PVTense/daa VII Cnj Neg Neu 0SgSubj
	""jaagide"" PVTense/ga VII Cnj Neg Neu 0SgSubj
""<gidadoopowiniigin>""
	""adoopowiniigin"" NI Sg 2SgPoss
""<.>""
","""<nabagisag>""
	""nabagisag"" NA ProxSg
""<apishim>""
	""apishim"" VTA Imp Sim 2SgSubj 3SgProxObj
	""apishim"" VTA Imp Sim 2SgSubj 3PlProxObj
""<gijiibaakwaanakik>""
	""jiibaakwaanakik"" NA ProxSg 2SgPoss
""<ji-jaagidesinog>""
	""jaagide"" PVTense/daa VII Cnj Neg Neu 0PlSubj
	""jaagide"" PVTense/ga VII Cnj Neg Neu 0PlSubj
	""jaagide"" PVTense/daa VII Cnj Neg Neu 0SgSubj
	""jaagide"" PVTense/ga VII Cnj Neg Neu 0SgSubj
""<gidadoopowiniigin>""
	""adoopowiniigin"" NI Sg 2SgPoss
""<.>""
",
Aaniin ezhiigizid?,What's it like (of a hide)?,"""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter","""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter
""<ezhiigizid>""
	""izhiigizi"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<?>""
","""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter
""<ezhiigizid>""
	""izhiigizi"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<?>""
",
Mii imaa gii-noogibideg naawikana 'iw odaabaan.,The car stopped in the middle of the road.,"""<gii-noogibideg>""
	""noogibide"" PVTense/gii VII Cnj Pos Neu 0SgSubj
	""noogibide"" PVTense/gii VII Cnj Pos Neu 0PlSubj
""<odaabaan>""
	""odaabaan"" NA ProxSg
	""odaabaan"" NI Sg","""<mii>""
	""mii"" ADVPred
""<imaa>""
	""imaa"" ADVLoc
""<gii-noogibideg>""
	""noogibide"" PVTense/gii VII Cnj Pos Neu 0SgSubj
	""noogibide"" PVTense/gii VII Cnj Pos Neu 0PlSubj
""<naawikana>""
	""naawikana"" ADVLoc
""<'iw>""

""<odaabaan>""
	""odaabaan"" NA ProxSg
	""odaabaan"" NI Sg
""<.>""
","""<mii>""
	""mii"" ADVPred
""<imaa>""
	""imaa"" ADVLoc
""<gii-noogibideg>""
	""noogibide"" PVTense/gii VII Cnj Pos Neu 0SgSubj
	""noogibide"" PVTense/gii VII Cnj Pos Neu 0PlSubj
""<naawikana>""
	""naawikana"" ADVLoc
""<'iw>""

""<odaabaan>""
	""odaabaan"" NA ProxSg
	""odaabaan"" NI Sg
""<.>""
",
Naawikana atemagad i'iw odaabaan gii-piigosemagadogwen.,The car is in the middle of the road where it must have broken down.,"""<atemagad>""
	""ate"" VII Aug/magad VII Ind Pos Neu 0SgSubj
	""atemagad"" VII Ind Pos Neu 0SgSubj
""<odaabaan>""
	""odaabaan"" NA ProxSg
	""odaabaan"" NI Sg
""<gii-piigosemagadogwen>""
	""biigose"" PVTense/gii VAI Der/magad VII Cnj Pos Dub 0PlSubj
	""biigose"" PVTense/gii VII Aug/magad VII Cnj Pos Dub 0PlSubj
	""biigose"" PVTense/gii VAI Der/magad VII Cnj Pos Dub 0SgSubj
	""biigose"" PVTense/gii VII Aug/magad VII Cnj Pos Dub 0SgSubj","""<naawikana>""
	""naawikana"" ADVLoc
""<atemagad>""
	""ate"" VII Aug/magad VII Ind Pos Neu 0SgSubj
	""atemagad"" VII Ind Pos Neu 0SgSubj
""<i'iw>""
	""i'iw"" PRONDem
""<odaabaan>""
	""odaabaan"" NA ProxSg
	""odaabaan"" NI Sg
""<gii-piigosemagadogwen>""
	""biigose"" PVTense/gii VAI Der/magad VII Cnj Pos Dub 0PlSubj
	""biigose"" PVTense/gii VII Aug/magad VII Cnj Pos Dub 0PlSubj
	""biigose"" PVTense/gii VAI Der/magad VII Cnj Pos Dub 0SgSubj
	""biigose"" PVTense/gii VII Aug/magad VII Cnj Pos Dub 0SgSubj
""<.>""
","""<naawikana>""
	""naawikana"" ADVLoc
""<atemagad>""
	""ate"" VII Aug/magad VII Ind Pos Neu 0SgSubj
	""atemagad"" VII Ind Pos Neu 0SgSubj
""<i'iw>""
	""i'iw"" PRONDem
""<odaabaan>""
	""odaabaan"" NA ProxSg
	""odaabaan"" NI Sg
""<gii-piigosemagadogwen>""
	""biigose"" PVTense/gii VAI Der/magad VII Cnj Pos Dub 0PlSubj
	""biigose"" PVTense/gii VII Aug/magad VII Cnj Pos Dub 0PlSubj
	""biigose"" PVTense/gii VAI Der/magad VII Cnj Pos Dub 0SgSubj
	""biigose"" PVTense/gii VII Aug/magad VII Cnj Pos Dub 0SgSubj
""<.>""
",
Mii imaa gii-ateg 'iw odaabaan naawikana.,A car is parked in the middle of the road.,"""<gii-ateg>""
	""ate"" PVTense/gii VII Cnj Pos Neu 0SgSubj
	""ate"" PVTense/gii VII Cnj Pos Neu 0PlSubj
""<odaabaan>""
	""odaabaan"" NA ProxSg
	""odaabaan"" NI Sg","""<mii>""
	""mii"" ADVPred
""<imaa>""
	""imaa"" ADVLoc
""<gii-ateg>""
	""ate"" PVTense/gii VII Cnj Pos Neu 0SgSubj
	""ate"" PVTense/gii VII Cnj Pos Neu 0PlSubj
""<'iw>""

""<odaabaan>""
	""odaabaan"" NA ProxSg
	""odaabaan"" NI Sg
""<naawikana>""
	""naawikana"" ADVLoc
""<.>""
","""<mii>""
	""mii"" ADVPred
""<imaa>""
	""imaa"" ADVLoc
""<gii-ateg>""
	""ate"" PVTense/gii VII Cnj Pos Neu 0SgSubj
	""ate"" PVTense/gii VII Cnj Pos Neu 0PlSubj
""<'iw>""

""<odaabaan>""
	""odaabaan"" NA ProxSg
	""odaabaan"" NI Sg
""<naawikana>""
	""naawikana"" ADVLoc
""<.>""
",
Ogii-naada'oodoon iwe manoominike-jiimaanens gaa-maadaasininig.,He retrieved the ricing boat that drifted out.,"""<gaa-maadaasininig>""
	""maadaasin"" PVSub/gaa VII Cnj Pos Neu 0PlObvSubj
	""maadaasin"" PVSub/gaa VII Cnj Pos Neu 0SgObvSubj
	""maadaasin"" PVTense/gii VII Pcp Pos Neu 0SgObvSubj 0SgObvHead","""<ogii-naada'oodoon>""
	""naada'oodoon"" PVTense/gii VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<iwe>""

""<manoominike-jiimaanens>""
	""manoominike-jiimaanens"" NI Sg
""<gaa-maadaasininig>""
	""maadaasin"" PVSub/gaa VII Cnj Pos Neu 0PlObvSubj
	""maadaasin"" PVSub/gaa VII Cnj Pos Neu 0SgObvSubj
	""maadaasin"" PVTense/gii VII Pcp Pos Neu 0SgObvSubj 0SgObvHead
""<.>""
","""<ogii-naada'oodoon>""
	""naada'oodoon"" PVTense/gii VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<iwe>""

""<manoominike-jiimaanens>""
	""manoominike-jiimaanens"" NI Sg
""<gaa-maadaasininig>""
	""maadaasin"" PVSub/gaa VII Cnj Pos Neu 0PlObvSubj
	""maadaasin"" PVSub/gaa VII Cnj Pos Neu 0SgObvSubj
	""maadaasin"" PVTense/gii VII Pcp Pos Neu 0SgObvSubj 0SgObvHead
""<.>""
",
Ningii-wanitoon niwaazakonebijigan wii-aabajitooyaan wii-waaswaayaan.,I've lost the flashlight I wanted to use torching.,"""<wii-aabajitooyaan>""
	""aabajitoon"" PVTense/wii VTI Cnj Pos Neu 1SgSubj 0PlObj
	""aabajitoon"" PVTense/wii VTI Cnj Pos Neu 1SgSubj 0SgObj","""<ningii-wanitoon>""
	""wanitoon"" PVTense/gii VTI Ind Pos Neu 1SgSubj 0SgObj
""<niwaazakonebijigan>""
	""waazakonebijigan"" NI Sg 1SgPoss
""<wii-aabajitooyaan>""
	""aabajitoon"" PVTense/wii VTI Cnj Pos Neu 1SgSubj 0PlObj
	""aabajitoon"" PVTense/wii VTI Cnj Pos Neu 1SgSubj 0SgObj
""<wii-waaswaayaan>""
	""waaswaa"" PVTense/wii VAI Cnj Pos Neu 1SgSubj
""<.>""
","""<ningii-wanitoon>""
	""wanitoon"" PVTense/gii VTI Ind Pos Neu 1SgSubj 0SgObj
""<niwaazakonebijigan>""
	""waazakonebijigan"" NI Sg 1SgPoss
""<wii-aabajitooyaan>""
	""aabajitoon"" PVTense/wii VTI Cnj Pos Neu 1SgSubj 0PlObj
	""aabajitoon"" PVTense/wii VTI Cnj Pos Neu 1SgSubj 0SgObj
""<wii-waaswaayaan>""
	""waaswaa"" PVTense/wii VAI Cnj Pos Neu 1SgSubj
""<.>""
",
Dagwaagong ningii-manisemin wii-aabajitooyaang biboong.,Last fall we cut fire wood for us to use in the winter.,"""<wii-aabajitooyaang>""
	""aabajitoon"" PVTense/wii VTI Cnj Pos Neu ExclSubj 0PlObj
	""aabajitoon"" PVTense/wii VTI Cnj Pos Neu ExclSubj 0SgObj
""<biboong>""
	""biboon"" VII Cnj Pos Neu 0SgSubj
	""biboon"" VII Cnj Pos Neu 0PlSubj","""<dagwaagong>""
	""dagwaagong"" ADVTmp
""<ningii-manisemin>""
	""manise"" PVTense/gii VAI Ind Pos Neu ExclSubj
""<wii-aabajitooyaang>""
	""aabajitoon"" PVTense/wii VTI Cnj Pos Neu ExclSubj 0PlObj
	""aabajitoon"" PVTense/wii VTI Cnj Pos Neu ExclSubj 0SgObj
""<biboong>""
	""biboon"" VII Cnj Pos Neu 0SgSubj
	""biboon"" VII Cnj Pos Neu 0PlSubj
""<.>""
","""<dagwaagong>""
	""dagwaagong"" ADVTmp
""<ningii-manisemin>""
	""manise"" PVTense/gii VAI Ind Pos Neu ExclSubj
""<wii-aabajitooyaang>""
	""aabajitoon"" PVTense/wii VTI Cnj Pos Neu ExclSubj 0PlObj
	""aabajitoon"" PVTense/wii VTI Cnj Pos Neu ExclSubj 0SgObj
""<biboong>""
	""biboon"" VII Cnj Pos Neu 0SgSubj
	""biboon"" VII Cnj Pos Neu 0PlSubj
""<.>""
",
Gaawiin indaa-biinjwebinigetamawaasii awe gegiibaadendang aana-wii-shooniyaawininiiwid.,I will not vote for that crazy-thinking person who is running for treasurer.,"""<gegiibaadendang>""
	""gagiibaadendam"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
	""gagiibaadendam"" VAI Pcp Pos Neu 3PlProxSubj 3PlProxHead","""<gaawiin>""
	""gaawiin"" ADVNeg
""<indaa-biinjwebinigetamawaasii>""
	""biinjwebinigetamaw"" PVTense/daa VTA Ind Neg Neu 1SgSubj 3SgProxObj
""<awe>""

""<gegiibaadendang>""
	""gagiibaadendam"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
	""gagiibaadendam"" VAI Pcp Pos Neu 3PlProxSubj 3PlProxHead
""<aana-wii-shooniyaawininiiwid>""
	""PVTense/wii"" PVTense/aana zhooniyaawininiiwi VAI Cnj Pos Neu 3SgProxSubj
""<.>""
","""<gaawiin>""
	""gaawiin"" ADVNeg
""<indaa-biinjwebinigetamawaasii>""
	""biinjwebinigetamaw"" PVTense/daa VTA Ind Neg Neu 1SgSubj 3SgProxObj
""<awe>""

""<gegiibaadendang>""
	""gagiibaadendam"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
	""gagiibaadendam"" VAI Pcp Pos Neu 3PlProxSubj 3PlProxHead
""<aana-wii-shooniyaawininiiwid>""
	""PVTense/wii"" PVTense/aana zhooniyaawininiiwi VAI Cnj Pos Neu 3SgProxSubj
""<.>""
",
Minomaaso apaakozigan.,The burning) kinick-kinick smells good.,"""<apaakozigan>""
	""apaakozigan"" NA ProxSg
	""apaakozigan"" NI Sg","""<minomaaso>""
	""minomaaso"" VAI Ind Pos Neu 3SgProxSubj
""<apaakozigan>""
	""apaakozigan"" NA ProxSg
	""apaakozigan"" NI Sg
""<.>""
","""<minomaaso>""
	""minomaaso"" VAI Ind Pos Neu 3SgProxSubj
""<apaakozigan>""
	""apaakozigan"" NA ProxSg
	""apaakozigan"" NI Sg
""<.>""
",
Madweyaakide iwe gichi-mashkosiw zekideg.,You can hear the hay field crackling as it burns.,"""<gichi-mashkosiw>""
	""PNLex/gichi"" mashkosiw NI Sg
	""PNLex/chi"" mashkosiw NI Sg 2SgPoss","""<madweyaakide>""
	""madweyaakide"" VII Ind Pos Neu 0SgSubj
""<iwe>""

""<gichi-mashkosiw>""
	""PNLex/gichi"" mashkosiw NI Sg
	""PNLex/chi"" mashkosiw NI Sg 2SgPoss
""<zekideg>""
	""zakide"" VII Pcp Pos Neu 0SgSubj 0SgHead
""<.>""
","""<madweyaakide>""
	""madweyaakide"" VII Ind Pos Neu 0SgSubj
""<iwe>""

""<gichi-mashkosiw>""
	""PNLex/gichi"" mashkosiw NI Sg
	""PNLex/chi"" mashkosiw NI Sg 2SgPoss
""<zekideg>""
	""zakide"" VII Pcp Pos Neu 0SgSubj 0SgHead
""<.>""
",
