ojibwe,english,word_with_ambiguity,fst_readings
Indigo gigii-wii'-ashamigoomin waabang.,I think they're going to buy us lunch tomorrow.,"{'word_form': 'waabang', 'fst_analyses': ['waaban+VII+Cnj+Pos+Neu+0SgSubj', 'waaban+VII+Cnj+Pos+Neu+0PlSubj']}","[{'word_form': 'indigo', 'fst_analyses': ['indigo+ADVMan']}, {'word_form': ""gigii-wii'-ashamigoomin"", 'fst_analyses': [""PVTense/gii+PVTense/wii'+asham+VTA+Ind+Pos+Neu+XSubj+InclObj""]}, {'word_form': 'waabang', 'fst_analyses': ['waaban+VII+Cnj+Pos+Neu+0SgSubj', 'waaban+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Debise 'iw maada'ookiiwin.,There's ample distribution.,"{'word_form': 'debise', 'fst_analyses': ['debise+VAI+Ind+Pos+Neu+3SgProxSubj', 'debise+VII+Ind+Pos+Neu+0SgSubj']}","[{'word_form': 'debise', 'fst_analyses': ['debise+VAI+Ind+Pos+Neu+3SgProxSubj', 'debise+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""'iw"", 'fst_analyses': []}, {'word_form': ""maada'ookiiwin"", 'fst_analyses': [""maada'ookiiwin+NI+Sg""]}, {'word_form': '.', 'fst_analyses': []}]"
Aaniin epiitenimad awe eshpabid. | Namanj iidog onzaam wayiiba.,How do you regard the chairman? I don't know...it's too early to tell.,"{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}","[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'epiitenimad', 'fst_analyses': []}, {'word_form': 'awe', 'fst_analyses': []}, {'word_form': 'eshpabid', 'fst_analyses': ['ishpabi+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': '|', 'fst_analyses': []}, {'word_form': 'namanj', 'fst_analyses': ['namanj+ADVDub']}, {'word_form': 'iidog', 'fst_analyses': ['iidog+PCAsp']}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'wayiiba', 'fst_analyses': ['wayiiba+ADVTmp']}, {'word_form': '.', 'fst_analyses': []}]"
Onzaam wayiiba gii-kijigwaashkwani imaa manoominike-jiimaanensing gaa-onji-gwanabisenig.,He jumped out of the rice boat too soon and that's why it tipped over.,"{'word_form': 'gaa-onji-gwanabisenig', 'fst_analyses': ['PVSub/gaa+PVRel/onji+gwanabise+VII+Cnj+Pos+Neu+0PlObvSubj', 'PVSub/gaa+PVRel/onji+gwanabise+VII+Cnj+Pos+Neu+0SgObvSubj', 'PVTense/gii+PVRel/onji+gwanabise+VII+Pcp+Pos+Neu+0SgObvSubj+0SgObvHead']}","[{'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'wayiiba', 'fst_analyses': ['wayiiba+ADVTmp']}, {'word_form': 'gii-kijigwaashkwani', 'fst_analyses': ['PVTense/gii+gijigwaashkwani+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'manoominike-jiimaanensing', 'fst_analyses': ['manoominike-jiimaanens+NI+Loc']}, {'word_form': 'gaa-onji-gwanabisenig', 'fst_analyses': ['PVSub/gaa+PVRel/onji+gwanabise+VII+Cnj+Pos+Neu+0PlObvSubj', 'PVSub/gaa+PVRel/onji+gwanabise+VII+Cnj+Pos+Neu+0SgObvSubj', 'PVTense/gii+PVRel/onji+gwanabise+VII+Pcp+Pos+Neu+0SgObvSubj+0SgObvHead']}, {'word_form': '.', 'fst_analyses': []}]"
Gii-panaandawe gaa-niisaaboojiged.,The one pushing the logs down the rapids fell off.,"{'word_form': 'gaa-niisaaboojiged', 'fst_analyses': ['PVSub/gaa+niisaaboojige+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+niisaaboojige+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}","[{'word_form': 'gii-panaandawe', 'fst_analyses': ['PVTense/gii+banaandawe+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'gaa-niisaaboojiged', 'fst_analyses': ['PVSub/gaa+niisaaboojige+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+niisaaboojige+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]"
Gaa-naningowed igo naa 'a nebaad. Ganabaj maanaabandam.,The sleeper is whimpering and sobbing. I think he's having a bad dream.,"{'word_form': 'gaa-naningowed', 'fst_analyses': ['PVSub/gaa+naningowe+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+naningowe+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}","[{'word_form': 'gaa-naningowed', 'fst_analyses': ['PVSub/gaa+naningowe+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+naningowe+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': 'igo', 'fst_analyses': ['igo+PCEmph']}, {'word_form': 'naa', 'fst_analyses': ['naa+PCEmph']}, {'word_form': ""'a"", 'fst_analyses': [""'a+PRONDem""]}, {'word_form': 'nebaad', 'fst_analyses': ['nibaa+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': 'maanaabandam', 'fst_analyses': ['maanaabandam+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Aaniin inagakeyaa enawendiwaad.,How are they related?,"{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}","[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'inagakeyaa', 'fst_analyses': ['inagakeyaa+AVDDeg']}, {'word_form': 'enawendiwaad', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Aaniin enawendiyeg awe inini. / Agaamaya'ii niwiiji'ayaawindimin. Noosinaanig wiijikiwenyindiwag,How are you and that man related? /  We are first cousins. Our fathers are brothers.,"{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}","[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'enawendiyeg', 'fst_analyses': []}, {'word_form': 'awe', 'fst_analyses': []}, {'word_form': 'inini', 'fst_analyses': ['inini+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': '/', 'fst_analyses': []}, {'word_form': ""agaamaya'ii"", 'fst_analyses': [""agaamaya'ii+ADVLoc""]}, {'word_form': ""niwiiji'ayaawindimin"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'noosinaanig', 'fst_analyses': ['oos+NAD+ProxPl+ExclPoss']}, {'word_form': 'wiijikiwenyindiwag', 'fst_analyses': []}]"
Agawaatese awe ba-desaashid giniw omaa niibawiyaan.,The soaring eagle cast a sudden shadow where I was standing.,"{'word_form': 'agawaatese', 'fst_analyses': ['agawaatese+VAI+Ind+Pos+Neu+3SgProxSubj', 'agawaatese+VII+Ind+Pos+Neu+0SgSubj']}","[{'word_form': 'agawaatese', 'fst_analyses': ['agawaatese+VAI+Ind+Pos+Neu+3SgProxSubj', 'agawaatese+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'awe', 'fst_analyses': []}, {'word_form': 'ba-desaashid', 'fst_analyses': []}, {'word_form': 'giniw', 'fst_analyses': ['giniw+NA+ProxSg']}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': 'niibawiyaan', 'fst_analyses': ['niibawi+VAI+Cnj+Pos+Neu+1SgSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Gii-mashkawisin gaa-izhibii'iged a'aw odaake-ogimaa.,It was a strong statement that was written by the governor.,"{'word_form': ""gaa-izhibii'iged"", 'fst_analyses': [""PVSub/gaa+izhibii'ige+VAI+Cnj+Pos+Neu+3SgProxSubj"", ""PVTense/gii+izhibii'ige+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead""]}","[{'word_form': 'gii-mashkawisin', 'fst_analyses': ['PVTense/gii+mashkawisin+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""gaa-izhibii'iged"", 'fst_analyses': [""PVSub/gaa+izhibii'ige+VAI+Cnj+Pos+Neu+3SgProxSubj"", ""PVTense/gii+izhibii'ige+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead""]}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem""]}, {'word_form': 'odaake-ogimaa', 'fst_analyses': ['odaake-ogimaa+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]"
Gii-pi-naaji-zagapijigaade indoodaabaanish gaa-awi-niigoseg.,They came and towed away my old car that broke down.,"{'word_form': 'indoodaabaanish', 'fst_analyses': ['odaabaan+NA+Pej+ProxSg+1SgPoss', 'odaabaan+NI+Pej+Sg+1SgPoss']}","[{'word_form': 'gii-pi-naaji-zagapijigaade', 'fst_analyses': []}, {'word_form': 'indoodaabaanish', 'fst_analyses': ['odaabaan+NA+Pej+ProxSg+1SgPoss', 'odaabaan+NI+Pej+Sg+1SgPoss']}, {'word_form': 'gaa-awi-niigoseg', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Gii-chiikitaagwad biidaajimoo-mazina'igan wii'-niimi'iding.,The newsletter told the happy news about the upcoming powwow.,"{'word_form': ""wii'-niimi'iding"", 'fst_analyses': [""PVTense/wii'+niimi'+VTA+Recip/di+VAI+Cnj+Pos+Neu+XSubj+XObj"", ""PVTense/wii'+niimi'idiwag+VAI+Cnj+Pos+Neu+XSubj+XObj""]}","[{'word_form': 'gii-chiikitaagwad', 'fst_analyses': ['PVTense/gii+jiikitaagwad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""biidaajimoo-mazina'igan"", 'fst_analyses': []}, {'word_form': ""wii'-niimi'iding"", 'fst_analyses': [""PVTense/wii'+niimi'+VTA+Recip/di+VAI+Cnj+Pos+Neu+XSubj+XObj"", ""PVTense/wii'+niimi'idiwag+VAI+Cnj+Pos+Neu+XSubj+XObj""]}, {'word_form': '.', 'fst_analyses': []}]"
Aaniin epiichibideg naabikwaanensiwi-biiwaabik. / Gaawiin igo aapiji gizhiibidesinoon. Niishtana-shi-naanan eta go apiichibide.,How fast is the motor? / It's not very fast. It's only twenty-five horsepower.,"{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}","[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'epiichibideg', 'fst_analyses': ['apiichibide+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': 'naabikwaanensiwi-biiwaabik', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}, {'word_form': '/', 'fst_analyses': []}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'igo', 'fst_analyses': ['igo+PCEmph']}, {'word_form': 'aapiji', 'fst_analyses': ['aapiji+AVDDeg']}, {'word_form': 'gizhiibidesinoon', 'fst_analyses': ['gizhiibide+VII+Ind+Neg+Neu+0PlSubj', 'gizhiibide+VII+Ind+Neg+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'niishtana-shi-naanan', 'fst_analyses': []}, {'word_form': 'eta', 'fst_analyses': ['eta+AVDDeg']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'apiichibide', 'fst_analyses': ['apiichibide+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Niin iko ningii-mimigosaga'ige gii-wiinisagaamagak 'i endaayaang.,I used to be the one to scrub the floor when our floor was dirty.,"{'word_form': 'niin', 'fst_analyses': ['niin+PRONPer', 'iiw+NAD+ObvPl+1SgPoss', 'iiw+NAD+ObvSg+1SgPoss']}","[{'word_form': 'niin', 'fst_analyses': ['niin+PRONPer', 'iiw+NAD+ObvPl+1SgPoss', 'iiw+NAD+ObvSg+1SgPoss']}, {'word_form': 'iko', 'fst_analyses': ['iko+PCAsp']}, {'word_form': ""ningii-mimigosaga'ige"", 'fst_analyses': [""PVTense/gii+mimigosaga'ige+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': 'gii-wiinisagaamagak', 'fst_analyses': ['PVTense/gii+wiinisagaa+VII+Aug/magad+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/gii+wiinisagaa+VII+Aug/magad+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': ""'i"", 'fst_analyses': []}, {'word_form': 'endaayaang', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Ingii-noondawaa maanashigan mamadweshing anaami-jiimaan.,I heard a sheepshead thumping under the boat.,"{'word_form': 'anaami-jiimaan', 'fst_analyses': ['PNLex/anaami+jiimaan+NI+Sg', 'anaami-jiimaan+ADVLoc']}","[{'word_form': 'ingii-noondawaa', 'fst_analyses': ['PVTense/gii+noondaw+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'maanashigan', 'fst_analyses': ['maanashigan+NA+ProxSg']}, {'word_form': 'mamadweshing', 'fst_analyses': []}, {'word_form': 'anaami-jiimaan', 'fst_analyses': ['PNLex/anaami+jiimaan+NI+Sg', 'anaami-jiimaan+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]"
Odabaagamizamawaan naboob waa'-ashamaad omishoomisan.,She's warming up soup for her grandfather.,"{'word_form': 'odabaagamizamawaan', 'fst_analyses': ['abaagamizamaw+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'abaagamizamaw+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}","[{'word_form': 'odabaagamizamawaan', 'fst_analyses': ['abaagamizamaw+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'abaagamizamaw+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'naboob', 'fst_analyses': ['naboob+NI+Sg']}, {'word_form': ""waa'-ashamaad"", 'fst_analyses': []}, {'word_form': 'omishoomisan', 'fst_analyses': ['mishoomis+NAD+ObvPl+3SgProxPoss', 'mishoomis+NAD+ObvSg+3SgProxPoss']}, {'word_form': '.', 'fst_analyses': []}]"
Baakaakozhan iniw biiwaabikoonsan.,Open those cans.,"{'word_form': 'biiwaabikoonsan', 'fst_analyses': ['biiwaabik+NI+Dim+Pl', 'biiwaabikoons+NI+Pl']}","[{'word_form': 'baakaakozhan', 'fst_analyses': []}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem']}, {'word_form': 'biiwaabikoonsan', 'fst_analyses': ['biiwaabik+NI+Dim+Pl', 'biiwaabikoons+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}]"
Ogii-pajiishkizhaanan ini biiwaabikoonsan wii-saangwewemagoodeked.,She cut the tin into pointed pieces to make a jingle dress.,"{'word_form': 'ogii-pajiishkizhaanan', 'fst_analyses': ['PVTense/gii+bajiishkizhan+VTI+Ind+Pos+Neu+3PlObvSubj+0PlObj', 'PVTense/gii+bajiishkizhan+VTI+Ind+Pos+Neu+3SgObvSubj+0PlObj', 'PVTense/gii+bajiishkizhan+VTI+Ind+Pos+Neu+3SgProxSubj+0PlObj']}","[{'word_form': 'ogii-pajiishkizhaanan', 'fst_analyses': ['PVTense/gii+bajiishkizhan+VTI+Ind+Pos+Neu+3PlObvSubj+0PlObj', 'PVTense/gii+bajiishkizhan+VTI+Ind+Pos+Neu+3SgObvSubj+0PlObj', 'PVTense/gii+bajiishkizhan+VTI+Ind+Pos+Neu+3SgProxSubj+0PlObj']}, {'word_form': 'ini', 'fst_analyses': []}, {'word_form': 'biiwaabikoonsan', 'fst_analyses': ['biiwaabik+NI+Dim+Pl', 'biiwaabikoons+NI+Pl']}, {'word_form': 'wii-saangwewemagoodeked', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Wewiib niisaandawebatoo. Onando-nakwetaan obiiwaabikoonsim madwesininig.,He's rushing downstairs to go answer his ringing phone.,"{'word_form': 'obiiwaabikoonsim', 'fst_analyses': ['biiwaabikoons+NI+Poss+Sg+3SgProxPoss', 'biiwaabik+NI+Dim+Poss+Sg+3SgProxPoss']}","[{'word_form': 'wewiib', 'fst_analyses': ['wewiib+ADVMan']}, {'word_form': 'niisaandawebatoo', 'fst_analyses': ['niisaandawebatoo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'onando-nakwetaan', 'fst_analyses': ['PVLex/ando+nakwetan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'obiiwaabikoonsim', 'fst_analyses': ['biiwaabikoons+NI+Poss+Sg+3SgProxPoss', 'biiwaabik+NI+Dim+Poss+Sg+3SgProxPoss']}, {'word_form': 'madwesininig', 'fst_analyses': ['madwesin+VII+Cnj+Pos+Neu+0PlObvSubj', 'madwesin+VII+Cnj+Pos+Neu+0SgObvSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Waawiiba omeshkojisidoon gaa-ozhibii'igesenig odoozhibii'iganaakong.,He frequently changes the ink cartridge on his pen.,"{'word_form': ""odoozhibii'iganaakong"", 'fst_analyses': [""ozhibii'iganaak+NI+Loc+3SgProxPoss"", ""ozhibii'iganaak+NA+Loc+3SgProxPoss""]}","[{'word_form': 'waawiiba', 'fst_analyses': ['waawiiba+ADVTmp']}, {'word_form': 'omeshkojisidoon', 'fst_analyses': ['meshkojisidoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': ""gaa-ozhibii'igesenig"", 'fst_analyses': []}, {'word_form': ""odoozhibii'iganaakong"", 'fst_analyses': [""ozhibii'iganaak+NI+Loc+3SgProxPoss"", ""ozhibii'iganaak+NA+Loc+3SgProxPoss""]}, {'word_form': '.', 'fst_analyses': []}]"
Ningaabii'anong ondwewidamoog animikiig gii-bimwewidamowaad.,The Thunderbirds come from the west as they go by us.,"{'word_form': ""ningaabii'anong"", 'fst_analyses': [""ningaabii'an+NI+Loc"", ""ningaabii'anong+ADVLoc""]}","[{'word_form': ""ningaabii'anong"", 'fst_analyses': [""ningaabii'an+NI+Loc"", ""ningaabii'anong+ADVLoc""]}, {'word_form': 'ondwewidamoog', 'fst_analyses': ['ondwewidam+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'animikiig', 'fst_analyses': ['animikii+NA+ProxPl']}, {'word_form': 'gii-bimwewidamowaad', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Gegaa ogii-nisaan iniwen ingaazhagensiminaan noozhishenh.,My grandson almost killed our cat.,"{'word_form': 'ogii-nisaan', 'fst_analyses': ['PVTense/gii+nishi+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+nishi+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}","[{'word_form': 'gegaa', 'fst_analyses': ['gegaa+AVDDeg']}, {'word_form': 'ogii-nisaan', 'fst_analyses': ['PVTense/gii+nishi+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+nishi+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'iniwen', 'fst_analyses': ['iniwen+PRONDem']}, {'word_form': 'ingaazhagensiminaan', 'fst_analyses': ['gaazhagens+NA+Poss+ProxSg+ExclPoss']}, {'word_form': 'noozhishenh', 'fst_analyses': ['oozhisheny+NAD+ProxSg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]"
Dagwamaadaa bakwezhigan.,Let's eat some bannock with it.,"{'word_form': 'dagwamaadaa', 'fst_analyses': ['dagwam+VTA+Imp+Sim+InclSubj+3PlObvObj', 'dagwam+VTA+Imp+Sim+InclSubj+3SgObvObj', 'dagwam+VTA+Imp+Sim+InclSubj+3SgProxObj']}","[{'word_form': 'dagwamaadaa', 'fst_analyses': ['dagwam+VTA+Imp+Sim+InclSubj+3PlObvObj', 'dagwam+VTA+Imp+Sim+InclSubj+3SgObvObj', 'dagwam+VTA+Imp+Sim+InclSubj+3SgProxObj']}, {'word_form': 'bakwezhigan', 'fst_analyses': ['bakwezhigan+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]"
Bwaanawichige a'aw inini ji-anokiipan.,That man is unable to work.,"{'word_form': 'ji-anokiipan', 'fst_analyses': ['PVTense/daa+anokii+VAI+Cnj+Pos+Prt+3SgProxSubj', 'PVTense/ga+anokii+VAI+Cnj+Pos+Prt+3SgProxSubj']}","[{'word_form': 'bwaanawichige', 'fst_analyses': ['bwaanawichige+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem""]}, {'word_form': 'inini', 'fst_analyses': ['inini+NA+ProxSg']}, {'word_form': 'ji-anokiipan', 'fst_analyses': ['PVTense/daa+anokii+VAI+Cnj+Pos+Prt+3SgProxSubj', 'PVTense/ga+anokii+VAI+Cnj+Pos+Prt+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Biisiboojiganing niwii'-anokii biboong.,I want to work in the sawmill this winter.,"{'word_form': 'biisiboojiganing', 'fst_analyses': ['biisiboojigan+NA+Loc', 'biisiboojigan+NI+Loc']}","[{'word_form': 'biisiboojiganing', 'fst_analyses': ['biisiboojigan+NA+Loc', 'biisiboojigan+NI+Loc']}, {'word_form': ""niwii'-anokii"", 'fst_analyses': [""PVTense/wii'+anokii+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': 'biboong', 'fst_analyses': ['biboon+VII+Cnj+Pos+Neu+0SgSubj', 'biboon+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Aanjiwidoon iwe. Awas iwidi izhiwidoon.,Move that. Move it further away.,"{'word_form': 'aanjiwidoon', 'fst_analyses': ['aanjiwidoon+VTI+Imp+Sim+2SgSubj+0SgObj', 'aanjiwidoon+VTI+Imp+Sim+2SgSubj+0PlObj']}","[{'word_form': 'aanjiwidoon', 'fst_analyses': ['aanjiwidoon+VTI+Imp+Sim+2SgSubj+0SgObj', 'aanjiwidoon+VTI+Imp+Sim+2SgSubj+0PlObj']}, {'word_form': 'iwe', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'awas', 'fst_analyses': ['awas+PCDisc']}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'izhiwidoon', 'fst_analyses': ['izhiwidoon+VTI+Imp+Sim+2SgSubj+0SgObj', 'izhiwidoon+VTI+Imp+Sim+2SgSubj+0PlObj']}, {'word_form': '.', 'fst_analyses': []}]"
Ishpimisagong izhiwidoon.,Carry it upstairs.,"{'word_form': 'izhiwidoon', 'fst_analyses': ['izhiwidoon+VTI+Imp+Sim+2SgSubj+0SgObj', 'izhiwidoon+VTI+Imp+Sim+2SgSubj+0PlObj']}","[{'word_form': 'ishpimisagong', 'fst_analyses': ['ishpimisag+NI+Loc']}, {'word_form': 'izhiwidoon', 'fst_analyses': ['izhiwidoon+VTI+Imp+Sim+2SgSubj+0SgObj', 'izhiwidoon+VTI+Imp+Sim+2SgSubj+0PlObj']}, {'word_form': '.', 'fst_analyses': []}]"
Niwii-izhiwidoon iwidi indoodaabaan noomaabikinigan ji-aanjichigaadeg.,I'm going to take my car over there to get the oil changed.,"{'word_form': 'indoodaabaan', 'fst_analyses': ['odaabaan+NA+ProxSg+1SgPoss', 'odaabaan+NI+Sg+1SgPoss']}","[{'word_form': 'niwii-izhiwidoon', 'fst_analyses': ['PVTense/wii+izhiwidoon+VTI+Ind+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'indoodaabaan', 'fst_analyses': ['odaabaan+NA+ProxSg+1SgPoss', 'odaabaan+NI+Sg+1SgPoss']}, {'word_form': 'noomaabikinigan', 'fst_analyses': ['noomaabikinigan+NI+Sg']}, {'word_form': 'ji-aanjichigaadeg', 'fst_analyses': ['PVTense/daa+aanjichigaade+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/ga+aanjichigaade+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/daa+aanjichigaade+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/ga+aanjichigaade+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Biinish igo gii-ani-onaagoshig geyaabi ingii-pawa'aamin.,We picked rice right to the end of the day.,"{'word_form': 'gii-ani-onaagoshig', 'fst_analyses': ['PVTense/gii+PVDir/ani+onaagoshin+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/gii+PVDir/ani+onaagoshin+VII+Cnj+Pos+Neu+0PlSubj']}","[{'word_form': 'biinish', 'fst_analyses': ['biinish+ADVGram']}, {'word_form': 'igo', 'fst_analyses': ['igo+PCEmph']}, {'word_form': 'gii-ani-onaagoshig', 'fst_analyses': ['PVTense/gii+PVDir/ani+onaagoshin+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/gii+PVDir/ani+onaagoshin+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': 'geyaabi', 'fst_analyses': ['geyaabi+ADVTmp']}, {'word_form': ""ingii-pawa'aamin"", 'fst_analyses': [""PVTense/gii+bawa'an+VTI+Ind+Pos+Neu+ExclSubj+0SgObj"", ""PVTense/gii+bawa'an+VTI+Ind+Pos+Neu+ExclSubj+0PlObj"", ""PVTense/gii+bawa'am+VAI+Ind+Pos+Neu+ExclSubj""]}, {'word_form': '.', 'fst_analyses': []}]"
Gaa-gizhiibideg naabikwaanens ningii'-adaawen waa'-aabajitoowaan ando-mawinzowaan noongom gaa-niibing,I bought a fast motor to use to go berry-picking this summer.,"{'word_form': 'gaa-gizhiibideg', 'fst_analyses': ['PVSub/gaa+gizhiibide+VII+Cnj+Pos+Neu+0SgSubj', 'PVSub/gaa+gizhiibide+VII+Cnj+Pos+Neu+0PlSubj']}","[{'word_form': 'gaa-gizhiibideg', 'fst_analyses': ['PVSub/gaa+gizhiibide+VII+Cnj+Pos+Neu+0SgSubj', 'PVSub/gaa+gizhiibide+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': 'naabikwaanens', 'fst_analyses': ['naabikwaanens+NI+Sg', 'naabikwaan+NI+Dim+Sg']}, {'word_form': ""ningii'-adaawen"", 'fst_analyses': [""PVTense/gii'+adaawen+VAIO+Ind+Pos+Neu+1SgSubj+0SgObj""]}, {'word_form': ""waa'-aabajitoowaan"", 'fst_analyses': []}, {'word_form': 'ando-mawinzowaan', 'fst_analyses': []}, {'word_form': 'noongom', 'fst_analyses': ['noongom+ADVTmp']}, {'word_form': 'gaa-niibing', 'fst_analyses': ['PVSub/gaa+niibin+VII+Cnj+Pos+Neu+0SgSubj', 'PVSub/gaa+niibin+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+niibin+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}]"
