ojibwe,english,fst_readings,speaker
Nawaj agaasikodan gizhiiba'ataanaak. Agaashiinyi gaa-wii-shiiba'wad,Make your stretcher a little smaller. What you are going to stretch on it is pretty small.,"[{'word_form': 'nawaj', 'fst_analyses': ['nawaj+ADVDeg']}, {'word_form': 'agaasikodan', 'fst_analyses': ['agaasikodan+VTI+Imp+Sim+2SgSubj+0PlObj', 'agaasikodan+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': ""gizhiiba'ataanaak"", 'fst_analyses': [""zhiiba'ataanaak+NI+Sg+2SgPoss""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'agaashiinyi', 'fst_analyses': ['agaashiinyi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""gaa-wii-shiiba'wad"", 'fst_analyses': [""PVSub/gaa+PVTense/wii+zhiiba'wi+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj""]}]",nj
Mii 'iw ji-bangang iwe gii-ishkwaa-miigaading.,The war is over and we'll have peace now.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'iw', 'fst_analyses': ['iw+PRONDem+NI+Sg']}, {'word_form': 'ji-bangang', 'fst_analyses': ['PVTense/daa+bangan+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/ga+bangan+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/daa+bangan+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/ga+bangan+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'gii-ishkwaa-miigaading', 'fst_analyses': ['PVTense/gii+PVLex/ishkwaa+miigaadiwag+VAI+Cnj+Pos+Neu+XSubj+XObj']}, {'word_form': '.', 'fst_analyses': []}]",es
Wiinge bangan gii-naano-giizhigak. Gakina awiya maa'ishkamoog.,It's real quiet on Fridays. Everyone goes to town to shop.,"[{'word_form': 'wiinge', 'fst_analyses': ['wiinge+ADVDeg']}, {'word_form': 'bangan', 'fst_analyses': ['bangan+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'gii-naano-giizhigak', 'fst_analyses': ['PVTense/gii+naano-giizhigad+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/gii+PVQnt/naano+giizhigad+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/gii+naano-giizhigad+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+PVQnt/naano+giizhigad+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gakina', 'fst_analyses': ['gakina+ADVQnt']}, {'word_form': 'awiya', 'fst_analyses': ['awiya+PRONIndf+NA']}, {'word_form': ""maa'ishkamoog"", 'fst_analyses': [""maa'ishkam+VAI+Ind+Pos+Neu+3PlProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Ningii-pangishin gaa-izhi-wiisagidooskwaneyaan.,I fell and hurt my elbow.,"[{'word_form': 'ningii-pangishin', 'fst_analyses': ['PVTense/gii+bangishin+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': 'gaa-izhi-wiisagidooskwaneyaan', 'fst_analyses': ['PVSub/gaa+PVRel/izhi+wiisagidooskwane+VAI+Cnj+Pos+Neu+1SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",rg
Apane go maajiidoon gibaashkizigani-mazina'igan andawenjigeyan.,Be sure to always take your gun permit long when you go hunting.,"[{'word_form': 'apane', 'fst_analyses': ['apane+ADVTmp']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'maajiidoon', 'fst_analyses': ['maajiidoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'maajiidoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': ""gibaashkizigani-mazina'igan"", 'fst_analyses': [""baashkizigani-mazina'igan+NI+Sg+2SgPoss""]}, {'word_form': 'andawenjigeyan', 'fst_analyses': ['andawenjige+VAI+Cnj+Pos+Neu+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Igiw bagitejii'igewininiwag ogii-aabiinji'aawaan iniw gaa-pi-mawine'ogowaad gii-pi-ataagowaad.,The baseball team overwhelmed the challengers who came to play with them.,"[{'word_form': 'igiw', 'fst_analyses': ['igiw+PRONDem+NA+ProxPl']}, {'word_form': ""bagitejii'igewininiwag"", 'fst_analyses': [""bagitejii'igewinini+NA+ProxPl""]}, {'word_form': ""ogii-aabiinji'aawaan"", 'fst_analyses': [""PVTense/gii+aabiinji'+VTA+Ind+Pos+Neu+3PlProxSubj+3PlObvObj"", ""PVTense/gii+aabiinji'+VTA+Ind+Pos+Neu+3PlProxSubj+3SgObvObj""]}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem+NI+Pl', 'iniw+PRONDem+NA+ObvSg', 'iniw+PRONDem+NA+ObvPl']}, {'word_form': ""gaa-pi-mawine'ogowaad"", 'fst_analyses': []}, {'word_form': 'gii-pi-ataagowaad', 'fst_analyses': ['PVTense/gii+PVDir/bi+ataw+VTA+Cnj+Pos+Neu+3PlObvSubj+3PlProxObj', 'PVTense/gii+PVDir/bi+ataw+VTA+Cnj+Pos+Neu+3SgObvSubj+3PlProxObj', 'PVTense/gii+PVDir/bi+ataw+VTA+Cnj+Pos+Neu+0PlSubj+3PlProxObj', 'PVTense/gii+PVDir/bi+ataw+VTA+Cnj+Pos+Neu+0SgSubj+3PlProxObj']}, {'word_form': '.', 'fst_analyses': []}]",es
Odoozhishimaan ini asabiin imaa makakong.,He's packing the nets in a box.,"[{'word_form': 'odoozhishimaan', 'fst_analyses': ['ozhishim+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'ozhishim+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'ini', 'fst_analyses': ['ini+PRONDem+NI+Pl', 'ini+PRONDem+NA+ObvSg', 'ini+PRONDem+NA+ObvPl']}, {'word_form': 'asabiin', 'fst_analyses': ['asab+NA+ObvSg', 'asab+NA+ObvPl']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'makakong', 'fst_analyses': ['makak+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]",es
Onjishkawa'o gaa-biidakwazhiwed.,The one paddling here is paddling against the wind.,"[{'word_form': ""onjishkawa'o"", 'fst_analyses': [""onjishkawa'o+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'gaa-biidakwazhiwed', 'fst_analyses': ['PVSub/gaa+biidakwazhiwe+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+biidakwazhiwe+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gii-noonashkine awe makwa aana-wii-piindigeyooded imaa waanzhing.,That bear didn't fit when he tried to crawl into that den.,"[{'word_form': 'gii-noonashkine', 'fst_analyses': ['PVTense/gii+noonashkine+VAI+Ind+Pos+Neu+3SgProxSubj', 'PVTense/gii+noonashkine+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'makwa', 'fst_analyses': ['makwa+NA+ProxSg']}, {'word_form': 'aana-wii-piindigeyooded', 'fst_analyses': ['PVTense/aana+PVTense/wii+biindigeyoode+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'waanzhing', 'fst_analyses': ['waanzh+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]",es
Aapiji minopogoziwag ashawenaniisi gii-abweng.,A grackle tastes very good when it's roasted over a fire.,"[{'word_form': 'aapiji', 'fst_analyses': ['aapiji+ADVDeg']}, {'word_form': 'minopogoziwag', 'fst_analyses': ['minopogozi+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'ashawenaniisi', 'fst_analyses': ['ashawenaniisi+NA+ProxSg']}, {'word_form': 'gii-abweng', 'fst_analyses': ['PVTense/gii+abwe+VAI+Cnj+Pos+Neu+XSubj', 'PVTense/gii+abwen+VAIO+Cnj+Pos+Neu+XSubj+0PlObj', 'PVTense/gii+abwen+VAIO+Cnj+Pos+Neu+XSubj+0SgObj', 'PVTense/gii+abwen+VAIO+Cnj+Pos+Neu+XSubj+3SgProxObj', 'PVTense/gii+abwen+VAIO+Cnj+Pos+Neu+XSubj+3PlProxObj', 'PVTense/gii+abwen+VAIO+Cnj+Pos+Neu+XSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Naangidaabii odaanaang gaa-bi-ayaad.,It's easy for him to pull the load because he's coming along behind (someone else).,"[{'word_form': 'naangidaabii', 'fst_analyses': ['naangidaabii+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'odaanaang', 'fst_analyses': ['odaanaang+ADVLoc']}, {'word_form': 'gaa-bi-ayaad', 'fst_analyses': ['PVSub/gaa+PVDir/bi+ayaa+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+PVDir/bi+ayaa+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]",nj
Odinaagoon ogozisan.,His son looks like him.,"[{'word_form': 'odinaagoon', 'fst_analyses': ['inaw+VTA+Ind+Pos+Neu+3PlObvSubj+3SgProxObj', 'inaw+VTA+Ind+Pos+Neu+3SgObvSubj+3SgProxObj']}, {'word_form': 'ogozisan', 'fst_analyses': ['gozis+NAD+ObvPl+3SgProxPoss', 'gozis+NAD+ObvSg+3SgProxPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Odinawaan osayenyan,He looks like his older brother.,"[{'word_form': 'odinawaan', 'fst_analyses': ['inaw+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'inaw+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'osayenyan', 'fst_analyses': ['sayeny+NAD+ObvPl+3SgProxPoss', 'sayeny+NAD+ObvSg+3SgProxPoss']}]",nj
Gichi-agwaagoshi awe giboziganish. Indaga owi-webin.,That old bread is moldy. Go throw it away.,"[{'word_form': 'gichi-agwaagoshi', 'fst_analyses': ['PVLex/gichi+agwaagoshi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'giboziganish', 'fst_analyses': ['gibozigan+NA+Pej+ProxSg', 'gibozigan+NI+Pej+Sg']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'indaga', 'fst_analyses': ['indaga+PCDisc']}, {'word_form': 'owi-webin', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",es
Gii-ondamanokii ji-gii-izhaapan endazhi-zagaswe'iding.,He was too busy to attend the council meeting.,"[{'word_form': 'gii-ondamanokii', 'fst_analyses': ['PVTense/gii+ondamanokii+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'ji-gii-izhaapan', 'fst_analyses': ['PVTense/daa+PVTense/gii+izhaa+VAI+Cnj+Pos+Prt+3SgProxSubj', 'PVTense/ga+PVTense/gii+izhaa+VAI+Cnj+Pos+Prt+3SgProxSubj']}, {'word_form': ""endazhi-zagaswe'iding"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",es
Megwaa zagaswe'idiwag.,They are in session. {of council members],"[{'word_form': 'megwaa', 'fst_analyses': ['megwaa+ADVTmp']}, {'word_form': ""zagaswe'idiwag"", 'fst_analyses': [""zagaswe'+VTA+Recip/di+VAI+Ind+Pos+Neu+3PlProxSubj+3PlProxObj"", ""zagaswe'idiwag+VAI+Ind+Pos+Neu+3PlProxSubj+3PlProxObj""]}, {'word_form': '.', 'fst_analyses': []}]",es
Ozhibii'igan gibiidamawin.,I'm bringing you the mail.,"[{'word_form': ""ozhibii'igan"", 'fst_analyses': [""ozhibii'igan+NI+Sg""]}, {'word_form': 'gibiidamawin', 'fst_analyses': ['biidamaw+VTA+Ind+Pos+Neu+1SgSubj+2SgObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Mii go booch gii-piindigadood odoozhibii'igan misawaa go aana-gii-inind ji-aanizhiitang.,He submitted his story even though they told him not to.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'booch', 'fst_analyses': ['booch+ADVMan']}, {'word_form': 'gii-piindigadood', 'fst_analyses': ['PVTense/gii+biindigadoon+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj', 'PVTense/gii+biindigadoon+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': ""odoozhibii'igan"", 'fst_analyses': [""ozhibii'igan+NI+Sg+3SgProxPoss""]}, {'word_form': 'misawaa', 'fst_analyses': ['misawaa+ADVGram']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'aana-gii-inind', 'fst_analyses': ['PVTense/aana+PVTense/gii+izhi+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj']}, {'word_form': 'ji-aanizhiitang', 'fst_analyses': ['PVTense/daa+aanizhiitam+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/ga+aanizhiitam+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Omooday mooshkinemagad.,The bottle is full.,"[{'word_form': 'omooday', 'fst_analyses': ['omooday+NI+Sg']}, {'word_form': 'mooshkinemagad', 'fst_analyses': ['mooshkine+VAI+Der/magad+VII+Ind+Pos+Neu+0SgSubj', 'mooshkine+VII+Aug/magad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",rg
Biinji-ziiginan omaa omoodaang.,Pour it in this bottle.,"[{'word_form': 'biinji-ziiginan', 'fst_analyses': ['PVLex/biinji+ziiginan+VTI+Imp+Sim+2SgSubj+0PlObj', 'PVLex/biinji+ziiginan+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': 'omoodaang', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",es
Jiigasin izhi-boodawedaa.,Let's build a fire by the rock.,"[{'word_form': 'jiigasin', 'fst_analyses': ['jiigasin+ADVLoc']}, {'word_form': 'izhi-boodawedaa', 'fst_analyses': ['PVRel/izhi+boodawe+VAI+Imp+Del+InclSubj', 'PVRel/izhi+boodawe+VAI+Imp+Sim+InclSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gii-paashkinese i'iw akakanzhe i'iwidi gii-izhi-ziigwebinamaan.,A sudden whiff of ash dust arose when I spilled it over there,"[{'word_form': 'gii-paashkinese', 'fst_analyses': ['PVTense/gii+baashkinese+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': 'akakanzhe', 'fst_analyses': ['akakanzhe+NI+Sg']}, {'word_form': ""i'iwidi"", 'fst_analyses': [""i'iwidi+ADVLoc""]}, {'word_form': 'gii-izhi-ziigwebinamaan', 'fst_analyses': ['PVTense/gii+PVRel/izhi+ziigwebinan+VTI+Cnj+Pos+Neu+1SgSubj+0PlObj', 'PVTense/gii+PVRel/izhi+ziigwebinan+VTI+Cnj+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': '.', 'fst_analyses': []}]",es
I'Iwidi ogidigamig gidaa-awi-nibaa.,You can go sleep upstairs.,"[{'word_form': ""i'iwidi"", 'fst_analyses': [""i'iwidi+ADVLoc""]}, {'word_form': 'ogidigamig', 'fst_analyses': ['ogidigamig+ADVLoc']}, {'word_form': 'gidaa-awi-nibaa', 'fst_analyses': ['PVTense/daa+PVDir/awi+nibaa+VAI+Ind+Pos+Neu+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
I'iwidi agaami-zaaga'igan wii-tazhi-niimiidim onaagoshig.,There's going to be a pow-wow over across the lake this evening.,"[{'word_form': ""i'iwidi"", 'fst_analyses': [""i'iwidi+ADVLoc""]}, {'word_form': ""agaami-zaaga'igan"", 'fst_analyses': [""PNLex/agaami+zaaga'igan+NI+Sg"", ""agaami-zaaga'igan+ADVLoc""]}, {'word_form': 'wii-tazhi-niimiidim', 'fst_analyses': []}, {'word_form': 'onaagoshig', 'fst_analyses': ['onaagoshin+VII+Cnj+Pos+Neu+0SgSubj', 'onaagoshin+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gizhiibizi imaa naawipikwan.,He's itchy in the middle of his back.,"[{'word_form': 'gizhiibizi', 'fst_analyses': ['gizhiibizi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'naawipikwan', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",es
Akawe waabandan enaanimak jibwaa-aazhawa'oyan.,Check the wind first before you go across (by boat).,"[{'word_form': 'akawe', 'fst_analyses': ['akawe+ADVTmp']}, {'word_form': 'waabandan', 'fst_analyses': ['waabandan+VTI+Imp+Sim+2SgSubj+0PlObj', 'waabandan+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'enaanimak', 'fst_analyses': ['inaanimad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': ""jibwaa-aazhawa'oyan"", 'fst_analyses': [""PVTense/jibwaa+aazhawa'o+VAI+Cnj+Pos+Neu+2SgSubj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Wewiib aazhawa'odaa eshkwaa-dawaanimak.,Let's quickly paddle across since the wind has died down.,"[{'word_form': 'wewiib', 'fst_analyses': ['wewiib+ADVMan']}, {'word_form': ""aazhawa'odaa"", 'fst_analyses': [""aazhawa'o+VAI+Imp+Del+InclSubj"", ""aazhawa'o+VAI+Imp+Sim+InclSubj""]}, {'word_form': 'eshkwaa-dawaanimak', 'fst_analyses': ['PVLex/ishkwaa+dawaanimad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gii-saagijigaade i'iw maanaadak.,The bad one was thrown out.,"[{'word_form': 'gii-saagijigaade', 'fst_analyses': []}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': 'maanaadak', 'fst_analyses': ['maanaadad+VII+Cnj+Pos+Neu+0SgSubj', 'maanaadad+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Ingii-pi-waabanda'igoo iwe zhizhoobii'igan. Maanaadad. Gaawiin ingii-minwendanziin.,They came and showed me that painting. It's no good. I didn't like it.,"[{'word_form': ""ingii-pi-waabanda'igoo"", 'fst_analyses': [""PVTense/gii+PVDir/bi+waabanda'+VTA+Ind+Pos+Neu+XSubj+1SgObj""]}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': ""zhizhoobii'igan"", 'fst_analyses': [""zhizhoobii'igan+NI+Sg""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'maanaadad', 'fst_analyses': ['maanaadad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'ingii-minwendanziin', 'fst_analyses': ['PVTense/gii+minwendam+VAI+Ind+Neg+Neu+1SgSubj', 'PVTense/gii+minwendan+VTI+Ind+Neg+Neu+1SgSubj+0SgObj']}, {'word_form': '.', 'fst_analyses': []}]",es
Mii go booch gii-naadiyan iwe maanaadak jiimaanish.,You went after that ugly boat anyway.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'booch', 'fst_analyses': ['booch+ADVMan']}, {'word_form': 'gii-naadiyan', 'fst_analyses': ['PVTense/gii+naadin+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj', 'PVTense/gii+naadin+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'maanaadak', 'fst_analyses': ['maanaadad+VII+Cnj+Pos+Neu+0SgSubj', 'maanaadad+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': 'jiimaanish', 'fst_analyses': ['jiimaan+NI+Pej+Sg']}, {'word_form': '.', 'fst_analyses': []}]",es
Ningii-pezhigookam gii-baashkizwag waawaashkeshi.,I was alone in the canoe when I shot the deer.,"[{'word_form': 'ningii-pezhigookam', 'fst_analyses': ['PVTense/gii+bezhigookam+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': 'gii-baashkizwag', 'fst_analyses': ['PVTense/gii+baashkizwi+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj', 'PVTense/gii+baashkiz+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'waawaashkeshi', 'fst_analyses': ['waawaashkeshi+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Mewinzha gii-kopibatoowag igiw abinoonjiiyag endawaabamadwaa.,The children you are looking for ran up from the lake long ago.,"[{'word_form': 'mewinzha', 'fst_analyses': ['mewinzha+ADVTmp']}, {'word_form': 'gii-kopibatoowag', 'fst_analyses': ['PVTense/gii+gopibatoo+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'igiw', 'fst_analyses': ['igiw+PRONDem+NA+ProxPl']}, {'word_form': 'abinoonjiiyag', 'fst_analyses': ['abinoonjii+NA+ProxPl']}, {'word_form': 'endawaabamadwaa', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",es
Wekwaayaakwaang gii'-ani-izhi-gopibatoo waawaashkeshi.,The deer ran to the end of the woods.,"[{'word_form': 'wekwaayaakwaang', 'fst_analyses': []}, {'word_form': ""gii'-ani-izhi-gopibatoo"", 'fst_analyses': [""PVTense/gii'+PVDir/ani+PVRel/izhi+gopibatoo+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'waawaashkeshi', 'fst_analyses': ['waawaashkeshi+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Giinetawind giga-'o-gabeshimin iwidi iskigamiziganing.,Just us will go camp at the sugar bush.,"[{'word_form': 'giinetawind', 'fst_analyses': ['giinetawind+PRONPer+NA+Incl']}, {'word_form': ""giga-'o-gabeshimin"", 'fst_analyses': []}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'iskigamiziganing', 'fst_analyses': ['iskigamizigan+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]",es
Giinetawind omaa gidayaamin.,We're the only ones here.,"[{'word_form': 'giinetawind', 'fst_analyses': ['giinetawind+PRONPer+NA+Incl']}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': 'gidayaamin', 'fst_analyses': ['ayaa+VAI+Ind+Pos+Neu+InclSubj', 'ayaan+VTI+Ind+Pos+Neu+InclSubj+0PlObj', 'ayaan+VTI+Ind+Pos+Neu+InclSubj+0SgObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ominwaadodaan i'iw gaa-o-waabandang minisi.,He speaks well of the island he went to see.,"[{'word_form': 'ominwaadodaan', 'fst_analyses': ['minwaadodan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': 'gaa-o-waabandang', 'fst_analyses': ['PVSub/gaa+PVDir/o+waabandan+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj', 'PVSub/gaa+PVDir/o+waabandan+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'minisi', 'fst_analyses': ['minisi+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",es
Ogii-minwaabandaanaawaa gaa-waabandamowaad iwe gichi-mandaamini-gitigaan.,They liked the huge cornfield they saw.,"[{'word_form': 'ogii-minwaabandaanaawaa', 'fst_analyses': ['PVTense/gii+minwaabandan+VTI+Ind+Pos+Neu+3PlProxSubj+0SgObj']}, {'word_form': 'gaa-waabandamowaad', 'fst_analyses': ['PVSub/gaa+waabandan+VTI+Cnj+Pos+Neu+3PlProxSubj+0PlObj', 'PVSub/gaa+waabandan+VTI+Cnj+Pos+Neu+3PlProxSubj+0SgObj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'gichi-mandaamini-gitigaan', 'fst_analyses': ['PNLex/gichi+mandaamini-gitigaan+NI+Sg', 'PNLex/chi+mandaamini-gitigaan+NI+Sg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",es
Wegonen gaa-pi-waabandaman gii-bi-bimibizoyan.,What did you see on your drive here?,"[{'word_form': 'wegonen', 'fst_analyses': ['wegonen+PRONInter+NI+Sg']}, {'word_form': 'gaa-pi-waabandaman', 'fst_analyses': []}, {'word_form': 'gii-bi-bimibizoyan', 'fst_analyses': ['PVTense/gii+PVDir/bi+bimibizo+VAI+Cnj+Pos+Neu+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Indaga wiikogwaazh awe mitig bemaabogod.,Use a pole to get that log floating by.,"[{'word_form': 'indaga', 'fst_analyses': ['indaga+PCDisc']}, {'word_form': 'wiikogwaazh', 'fst_analyses': []}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'mitig', 'fst_analyses': ['mitig+NA+ProxSg', 'mitig+NI+Sg']}, {'word_form': 'bemaabogod', 'fst_analyses': ['bimaabogo+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]",es
Ambe ani-maajaadaa. Indaga amaji'.,Let's get going. Wake him up!,"[{'word_form': 'ambe', 'fst_analyses': ['ambe+PCInterj']}, {'word_form': 'ani-maajaadaa', 'fst_analyses': ['PVDir/ani+maajaa+VAI+Imp+Del+InclSubj', 'PVDir/ani+maajaa+VAI+Imp+Sim+InclSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'indaga', 'fst_analyses': ['indaga+PCDisc']}, {'word_form': ""amaji'"", 'fst_analyses': [""amaji'+VTA+Imp+Sim+2SgSubj+3SgProxObj"", ""amaji'+VTA+Imp+Sim+2SgSubj+3PlProxObj""]}, {'word_form': '.', 'fst_analyses': []}]",es
Indaga aabaabika'an iwe ataasoowigamig.,Go unlock that storage shed.,"[{'word_form': 'indaga', 'fst_analyses': ['indaga+PCDisc']}, {'word_form': ""aabaabika'an"", 'fst_analyses': [""aabaabika'an+VTI+Imp+Sim+2SgSubj+0PlObj"", ""aabaabika'an+VTI+Imp+Sim+2SgSubj+0SgObj""]}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'ataasoowigamig', 'fst_analyses': ['ataasoowigamig+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",es
