Ojibwe,English,Speaker,Audio Link
Ogii-andoojiishkaan 'iw ozhooniyaa-mashkimodens gaa-paninang imaa gashkii-dibikatenig ji-... odaabaaniiwigamigong.,He was trying to find the billfold he dropped in the darkened garage.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/andoojiishkaw__ta_ex__sp67053_0.mp4
Gii-aatawesewan ini waasigani-waaz... waazakonenjiganan wenji-gashkii-dibikateg.,The electric lights went out and that's why it got dark all of a sudden.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gashkii-dibikate___ex63__es564095.mp4
Ningii'-agozideshkawaa wanakozid.,I accidentally stepped on the tip of his foot.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/wanakozid___ex198__nj520051.mp4
Nimiijinan ziinzibaakwadoonsan.,I'm eating some candies.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/ziinzibaakwadoons__ni_ex__rg68105_2.mp4
Oningwanendaan i'iw ziinzibaakwadoons.,He's dissolving the candy in his mouth.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ninganendan__ti1_ex__sp66085_0.mp4
Aaniin ekoniked.,How long are his arms?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/akonike___ex53__nj592148.mp4
O-wewiibim.,Go tell him to hurry up.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/wewiibim__ta_ex__sp65935_0.mp4
Ogii-minozaan iwe gichikonayeziganaaboo zhiiwitaagani-gookooshan imaa gii-apaabowed.,She cooked a real good hominy soup seasoning it with salt pork.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/zhiiwitaagani-gookoosh___ex47__es562146.mp4
Adaawewigamigong apatoo.,She's running to the store.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/apatoo__ai_ex__sp69037_0.mp4
Neniswi ningii-apatoomin zaaga'iganiing.,We ran to the lake each three times.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/neniswi__qnt_ex__rg68346_0.mp4
Aandi epatood.,Where is she running to?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/apatoo__ai_ex__sp69038_0.mp4
O'owapii onaabani-giizis angizod, anooj apatoowag waaboozoog.,In the month of March, the rabbits run all over.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/apatoo__ai_ex__sp66405_0.mp4
Indaga o-wewebaabiigin 'a abinoojiinyens debwewidang.,Go swing that baby you hear crying.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/wewebaabiigin__ta_ex__sp67681_0.mp4
Ningii-tangishkawaa animozhish gaa-bi-gagwe-dakwamid.,I kicked the dog coming to try to bite me.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/dangishkaw___ex114__nj595048.mp4
Niizho-mininj gii'-maajiigi noongom gaa-biboong noozhis Dana.,My grandchild Dana grew two inches this winter.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/maajiigi___ex109__nj590069.mp4
Awe mazinikojigan wezhi'ad, weweni izhi'.,That statue you're making, make it good.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/izhi___ta_ex__sp65963_0.mp4
Dibishkoo go naa ezhi'aad iniwen bakwezhiganan ezhichigeyaan.,She makes the bread the same way I do it.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/dibishkoo__av_ex__rg68319add_0.mp4
Memindage naa gii-migoshkaadendaagwad apane gii-miigaading.,It is especially worrisome because of the wars that are going on all the time.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/migoshkaadendaagwad__ii_ex__sp66907_0.mp4
Anaamisag gii-... gii-inoode.,He crawled under the floor.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/anaamisag__av_ex__sp65317_0.mp4
Obabizowebishkaan omakizineyaab abinoonjiiyens: onzaam ginwaabiigadini.,The child keeps stumbling on his shoelaces because they are too long.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ginwaabiigad__ii_ex__sp67020_0.mp4
Nawaj igo owenipanenimaan iniw gichi-ayaaben gaa-waabamimag iwidi noopiming.,He thinks it's kind of easy for him to get that big buck I saw out in the woods,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/wenipanenim__ta_ex__sp65926_0.mp4
Mangate iwe abiiwigamig.,That living room is big.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/mangate__ii_ex__sp67875_0.mp4
Akawe ningagwinjidoon wii'-ozhitooyan mishiiminaabo.,Thaw it first to make apple juice (from frozen concentrate).,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/ningagwinjidoon___ex80__nj524029.mp4
Maanamon miikana. Gii-paapaagaakwadin dibikong.,The road is bad. It got frozen solid last night.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/maanamon___ex114__nj590044.mp4
Baapaagaakwadin wiiyaas. Akawe ninga-ningagwinjidoon jibwaa-giizhizamaan.,The meat is frozen solid. I'll put it in the water first to thaw it before I cook it.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/baapaagaakwadin___ex113__nj590044.mp4
Niinetawind nigii-kiiyodemin iwidi zhaaganaashiiwakiing.,We were the only ones to travel to Canada.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/niinetawind__pr_ex__sp65683ALT_0.mp4
Niinetawind ningii-andomigoomin ji-izhaayaang iwidi odaakewigamigong.,We were the only ones they asked to go to the government building.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/niinetawind__pr_ex__sp65683_0.mp4
Bakaan gaye wiin odina'aan iwe nagamon gaa-noondang.,He sings that song different from the way he heard it.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ina_an__ti1_ex__sp67084_0.mp4
Ogii-pishigonaan iw owewebanaabaan gaa-onji-bakobiisenig.,His fishing pole fell in because it slipped out of his hands.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/bishigonan___ex60__es67374.mp4
Debinaak odizhitoon gaa-ozhitood wiigwaasinaagan.,She's  making that birch bark basket in a rough way.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/debinaak___ex310__nj520068.mp4
Ayaangwaamizin. Aapiji ozhaashikwaa iwidi ezhaayin.,Be careful. The ice is very slippery where you're going.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ozhaashikwaa__ii_ex__sp66858_0.mp4
Agwanaatesidoon gimawinzwaanan jibwaa-baashkijiidegin.,Put your blueberries in the shade before they burst open from the sun.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/agwanaatesidoon___ex52__nj591013.mp4
Nimbaninaan iwe onaagaans ezhi-biigosing.,I dropped the cup and it broke.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/onaagaans__ni_ex__rg68122add_0.mp4
Gichi-anokiid naa a'aw inini gegaa gii-kawanokii.,That man worked so hard he almost died from working.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/gawanokii__ai_ex__rg68159_0.mp4
Ogii'-agaashiinyi'aan gaa-gii'-ozhitamawaad odaminwaaganensan odaanisensan.,She  made the doll she made for her little daughter small.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/agaashiinyi____ex106__nj592118.mp4
Aandi ezhiweba'ang.,Where is he whacking it to?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/izhiweba_an___ex53__nj591031.mp4
Mishawaagonag odizhiweba'aan bikwaakwadoons.,He hit his (golf)ball right out on a field of snow,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/mishawaagonag___ex100__nj520022_0.mp4
Gijibidoon 'iw gimookomaanens.,Pull out your knife.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gijibidoon__ti2_ex__es66619_0.mp4
Ogii-kijibidoon 'i anwi gaa-baataashkinenig.,He pulled out the shell that was jammed in the chamber.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gijibidoon__ti2_ex__sp67003_0.mp4
Ogii-saagijinizhikawaan iniw abinoonjiiyan neshiwanaadakamigizinid.,She chased the disorderly child outside.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/zaagijinizhikaw__ta_ex__sp65503_0.mp4
Ogii-kabaanizha'waan iniw ogozisan aana-gii-poozinid.,Her son got on board, but she told him to get off.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gabaanizha____ex36__es564065.mp4
Aabitoobii 'i mazhoominaaboo imaa omoodayaabikong.,That bottle is half full with wine.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/aabitoobii__ii_ex__sp67209_0.mp4
Ondewan iniw omoodayaabikoon.,The jars are boiling.  [to use in canning],rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/omoodayaabik__ni_ex__rg68114_0.mp4
Iwidi gizhaateg akiing, agidajiw eta go gii-soogipon.,In a hot country, there was only snow on top of the mountains.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/agidajiw___ex34__rg683033.mp4
Gii-kimiwan dibikong.,It rained last night.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/gimiwan__ii_ex__rg68054_0.mp4
Ingii-moona'waag mooseg gaa-ishkwaa-gimiwang.,I dug worms after it rained.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/moose__na_ex__sp66671_0.mp4
Mii igo geget gii-gichi-gimiwang. Gichi-nibiishkaamagad imaa gii-waanaskobiiyaag.,It really rained hard. That mud puddle is just oozy.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/nibiishkaa__ii_ex__sp66074_0.mp4
Gii-kimiwan ina dibikong.,Did it rain last night?,gh,https://s3.amazonaws.com/ojibwe-audio-transcoded/gimiwan___ex26__gh580012.mp4
Gaa-izh-mitanitewang, giga-izhi-nawajiimin; giga-nitiikemin.,We'll make some lunch and some tea where the ground is bare of snow.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/mitanitewan___ex33__nj523152.mp4
Iwidi neyaashiing gii-ondaasin owe jiimaan gaa-agwaayaasing.,The canoe that blew ashore came from the point,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ondaasin__ii_ex__sp65952_0.mp4
Giiwedinong ondaasin gaa-onji-gisinaag.,Cold winds blow from the north.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/giiwedinong___ex90__nj520036_0.mp4
Odagwaadaabiin onaabikwaanensiwi-jiimaan.,He's pulling his boat out of the water.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/agwaadaabiin___ex84__nj606088.mp4
Obwaanawitoon ji-boozid naabikwaanensiwi-jiimaan; onzaam ishpoonagadini.,He isn't able to get aboard the motorboat because its sides are too high.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/ishpoonagad___ex87__nj611374.mp4
Gojip a'awe name.,Taste that sturgeon.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gojip__ta_ex__sp67940_0.mp4
Wiinad i'iw adoopowinaak. Mii na go ji-biinitooyamban?,That table is dirty. Can you clean it?,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiinad__ii_ex__rg68361ad_0.mp4
Nitam ningii-piinitoomin indaabajichiganinaan, akikoog, miinawaa biskitenaaganan,First we cleaned our equipment, the kettles and baskets.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/biskitenaagan__ni_ex__rg68450_0.mp4
Nimbiinitoon manoomin gaa'-agwaa'oodooyaan. Nimoozhaginaanan biiwanakoonsan.,I'm cleaning the rice I brought up. I pick out the broken stalk tips.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/biinitoon___ex62__nj591143.mp4
Mindookad imaa mashkosiikaang inagakeyaa gaa... gaa-ni-izhaayaan wenji-dipaabaawegin nimakizinan.,There was dew on the the grass where I was going so that's why my shoes are wet.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/mindookad__ii_ex__sp66915_0.mp4
Niibaa-dibik ingii-nooji'aag gichi-mooseg gii-mindookak.,I hunted for night crawlers late at night when there was dew.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gichi-moose__na_ex__sp66671ad_0.mp4
Bakaan gaye wiin odina'aan iwe nagamon gaa-noondang.,He sings that song different from the way he heard it.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ina_an__ti1_ex__sp67084_0.mp4
Dakoosin nagamon.,It is a short song.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/dakoosin__ii_ex__es66522_0.mp4
Wiineta go wiin ogii-ozhitoon 'iw nagamon.,He composed that song by himself.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiineta__pr_ex__sp65682ALT_0.mp4
Niibowa gii-izhise gii-nanaa'itood ojiimaan.,It cost him a lot to fix his boat.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/izhise__ai_ex__sp66204_0.mp4
Niwii-nanaa'itoon indoodaabaanens.,I want to fix my little car.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/nanaa_itoon__ti2_ex__sp66042_0.mp4
Nimisawendaan ji-bi-nanaa'itooyamban iwe indesa'on,I wish you would come and fix my platform.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/misawendan__ti1_ex__sp66922_0.mp4
Gii-aabitooseg ingii-onakidoon 'i bakijiiga'igan.,On Wednesday I set up the tent.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/aabitoose__ii_ex__sp67209_0.mp4
Mii iwe wayeshkad gaa-izhichigewaad mewinzha gii-... gii-onakidoowaad waaginogaan.,Long ago this is what they did first when they erected the bark hut.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/wayeshkad__av_ex__sp66632_0.mp4
Gidebi' gii-pi-waabamiyan.,You're so kind to have come to see me.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/debi____ex85__nj824037.mp4
Gii-kibaakwaji awe atoobaan gaa-onji-onzekwed aw akik indoodaabaaning.,The radiator froze and that's why the engine in my car overheated.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gibaakwaji___ex157__es562176.mp4
Jiikaagamin iwe aniibiish. Weweni ogii-minwaagamitoon.,The tea was real good. He brewed it really well.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/minwaagamitoon__ti2_ex__sp67450_0.mp4
Gizhaabasan gitigaanensan wii'-miijiyan.,Steam your veggies to eat them.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/gizhaabasan___ex64__nj526116.mp4
Ezhi-gizii'waad iniwen owiiniskiigomaanan a'aw gwiiwizens.,The boy wiped the snot off his nose.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiiniskiigomaan__na_ex__rg68363_0.mp4
Indigo geget gii-gikinawaajibii'igaade.,It looks like it was traced.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/indigo__av_ex__sp65815_0.mp4
Indigo naa ge gii-ashaweyaa iwe desa'on. Indaga akawe zhingweyaabandan.,It looks to me like that platform is leaning to one side. You should take a look under it.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ashaweyaa__ii_ex__sp67228_0.mp4
Indigo naage gii-nabanetigweyaamagad 'i ziibi.,It looks like the river is flowing lopsided.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/nabanetigweyaa__ii_ex__sp66041_0.mp4
Indigo gigii-wii'-ashamigoomin waabang.,I think they're going to buy us lunch tomorrow.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/indigo___ex50__nj591162.mp4
Ogidigamig danwewengwaamo nimishoomis.,I hear my grandfather snoring upstairs.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/danwewengwaamo___ex73__nj591023.mp4
Debise 'iw maada'ookiiwin.,There's ample distribution.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/maada_ookiiwin__ni_ex__sp65738add_0.mp4
Aaniin epiitenimad awe eshpabid. | Namanj iidog onzaam wayiiba.,How do you regard the chairman? I don't know...it's too early to tell.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/apiitenim__ta_ex__sp67225_0.mp4
Onzaam wayiiba naanaagadawendaagozi.,It's too early to judge him.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/naanaagadawendaagozi__ai_ex__sp67225_0.mp4
Onzaam wayiiba gii-kijigwaashkwani imaa manoominike-jiimaanensing gaa-onji-gwanabisenig.,He jumped out of the rice boat too soon and that's why it tipped over.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gijigwaashkwani___ex140__es562172.mp4
Gii-panaandawe gaa-niisaaboojiged.,The one pushing the logs down the rapids fell off.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/banaandawe___ex40__nj528008.mp4
Gaa-naningowed igo naa 'a nebaad. Ganabaj maanaabandam.,The sleeper is whimpering and sobbing. I think he's having a bad dream.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/maanaabandam__ai2_ex__sp67439_0.mp4
Aaniin inagakeyaa enawendiwaad.,How are they related?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/inawendiwag__ai_ex__sp66503_0.mp4
Aaniin enawendiyeg awe inini. / Agaamaya'ii niwiiji'ayaawindimin. Noosinaanig wiijikiwenyindiwag,How are you and that man related? /  We are first cousins. Our fathers are brothers.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/inawendiwag___ex143__nj611449.mp4
Agawaatese awe ba-desaashid giniw omaa niibawiyaan.,The soaring eagle cast a sudden shadow where I was standing.,es,
Aandi ezhidaabaanaad.,Where is s/he dragging h/?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/izhidaabaazh___ex38__nj590142.mp4
Gii-mashkawisin gaa-izhibii'iged a'aw odaake-ogimaa.,It was a strong statement that was written by the governor.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/mashkawisin__ii_ex__sp65704_0.mp4
Gii-pi-naaji-zagapijigaade indoodaabaanish gaa-awi-niigoseg.,They came and towed away my old car that broke down.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/zagapijigaade__ii_ex__sp66937_0.mp4
Nisawaatig ningii'-nibaa dibikong.,I slept between two trees last night.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/nisawaatig___ex95__nj520036_0.mp4
Gii-chiikitaagwad biidaajimoo-mazina'igan wii'-niimi'iding.,The newsletter told the happy news about the upcoming powwow.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/jiikitaagwad___ex112__nj522081.mp4
Ganabaj inga-madoodoo awaswaabang.,I think I'll sweat [take a sweatbath] the day after tomorrow.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/madoodoo__ai_ex__sp66543_0.mp4
Ingii-wiindamaag awe indoozhimikwemens wii-wiidiged awaswaabang.,My little niece told me she's going to get married the day after tomorrow.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiidige__ai_ex__sp67685_0.mp4
Gii-minwendaagoziwag omaa dibikong.,They had a fun time last night.,lsa,https://s3.amazonaws.com/ojibwe-audio-transcoded/minwendaagozi___ex105__lsa550086.mp4
Aaniish minik enangizowaad igiweg ingodooshkin opiniig.,How much is one sack of potatoes?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/inangizo__ai_ex__sp67083add_0.mp4
Aaniish epiichibideg.,How fast is it going?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/apiichibide__ii_ex__sp65519_0.mp4
Mii na go 'i epiichibideg.,Is that how fast it's going?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/apiichibide__ii_ex__sp65519ad_0.mp4
Aaniin epiichibideg naabikwaanensiwi-biiwaabik. / Gaawiin igo aapiji gizhiibidesinoon. Niishtana-shi-naanan eta go apiichibide.,How fast is the motor? / It's not very fast. It's only twenty-five horsepower.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/apiichibide___ex91__nj611367.mp4
Niin iko ningii-mimigosaga'ige gii-wiinisagaamagak 'i endaayaang.,I used to be the one to scrub the floor when our floor was dirty.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiinisagaa__ii_ex__rg68369_0.mp4
Gaawiin dakwangesii awe dinowa.,That kind doesn't bite.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/dakwange___ex114__nj747052.mp4
Ingii-noondawaa maanashigan mamadweshing anaami-jiimaan.,I heard a sheepshead thumping under the boat.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/maanashigan__na_ex__sp65364_0.mp4
Odabaagamizamawaan naboob waa'-ashamaad omishoomisan.,She's warming up soup for her grandfather.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/abaagamizamaw___ex105__nj592154.mp4
Baakaakozhan iniw biiwaabikoonsan.,Open those cans.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/biiwaabikoons__ni_ex__rg68122add_0.mp4
Ogii-pajiishkizhaanan ini biiwaabikoonsan wii-saangwewemagoodeked.,She cut the tin into pointed pieces to make a jingle dress.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/bajiishkizhan__ti1_ex__sp65484_0.mp4
Wewiib niisaandawebatoo. Onando-nakwetaan obiiwaabikoonsim madwesininig.,He's rushing downstairs to go answer his ringing phone.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/niisaandawebatoo___ex98__nj606090.mp4
