ojibwe,english,fst_readings,speaker
Apane go maajiidoon gibaashkizigani-mazina'igan andawenjigeyan.,Be sure to always take your gun permit long when you go hunting.,"[{'word_form': 'apane', 'fst_analyses': ['apane+ADVTmp']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'maajiidoon', 'fst_analyses': ['maajiidoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'maajiidoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': ""gibaashkizigani-mazina'igan"", 'fst_analyses': [""baashkizigani-mazina'igan+NI+Sg+2SgPoss""]}, {'word_form': 'andawenjigeyan', 'fst_analyses': ['andawenjige+VAI+Cnj+Pos+Neu+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Onjishkawa'o gaa-biidakwazhiwed.,The one paddling here is paddling against the wind.,"[{'word_form': ""onjishkawa'o"", 'fst_analyses': [""onjishkawa'o+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'gaa-biidakwazhiwed', 'fst_analyses': ['PVSub/gaa+biidakwazhiwe+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+biidakwazhiwe+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]",nj
Aapiji minopogoziwag ashawenaniisi gii-abweng.,A grackle tastes very good when it's roasted over a fire.,"[{'word_form': 'aapiji', 'fst_analyses': ['aapiji+ADVDeg']}, {'word_form': 'minopogoziwag', 'fst_analyses': ['minopogozi+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'ashawenaniisi', 'fst_analyses': ['ashawenaniisi+NA+ProxSg']}, {'word_form': 'gii-abweng', 'fst_analyses': ['PVTense/gii+abwe+VAI+Cnj+Pos+Neu+XSubj', 'PVTense/gii+abwen+VAIO+Cnj+Pos+Neu+XSubj+0PlObj', 'PVTense/gii+abwen+VAIO+Cnj+Pos+Neu+XSubj+0SgObj', 'PVTense/gii+abwen+VAIO+Cnj+Pos+Neu+XSubj+3SgProxObj', 'PVTense/gii+abwen+VAIO+Cnj+Pos+Neu+XSubj+3PlProxObj', 'PVTense/gii+abwen+VAIO+Cnj+Pos+Neu+XSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Naangidaabii odaanaang gaa-bi-ayaad.,It's easy for him to pull the load because he's coming along behind (someone else).,"[{'word_form': 'naangidaabii', 'fst_analyses': ['naangidaabii+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'odaanaang', 'fst_analyses': ['odaanaang+ADVLoc']}, {'word_form': 'gaa-bi-ayaad', 'fst_analyses': ['PVSub/gaa+PVDir/bi+ayaa+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+PVDir/bi+ayaa+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]",nj
Odinaagoon ogozisan.,His son looks like him.,"[{'word_form': 'odinaagoon', 'fst_analyses': ['inaw+VTA+Ind+Pos+Neu+3PlObvSubj+3SgProxObj', 'inaw+VTA+Ind+Pos+Neu+3SgObvSubj+3SgProxObj']}, {'word_form': 'ogozisan', 'fst_analyses': ['gozis+NAD+ObvPl+3SgProxPoss', 'gozis+NAD+ObvSg+3SgProxPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Odinawaan osayenyan,He looks like his older brother.,"[{'word_form': 'odinawaan', 'fst_analyses': ['inaw+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'inaw+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'osayenyan', 'fst_analyses': ['sayeny+NAD+ObvPl+3SgProxPoss', 'sayeny+NAD+ObvSg+3SgProxPoss']}]",nj
Ozhibii'igan gibiidamawin.,I'm bringing you the mail.,"[{'word_form': ""ozhibii'igan"", 'fst_analyses': [""ozhibii'igan+NI+Sg""]}, {'word_form': 'gibiidamawin', 'fst_analyses': ['biidamaw+VTA+Ind+Pos+Neu+1SgSubj+2SgObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Jiigasin izhi-boodawedaa.,Let's build a fire by the rock.,"[{'word_form': 'jiigasin', 'fst_analyses': ['jiigasin+ADVLoc']}, {'word_form': 'izhi-boodawedaa', 'fst_analyses': ['PVRel/izhi+boodawe+VAI+Imp+Del+InclSubj', 'PVRel/izhi+boodawe+VAI+Imp+Sim+InclSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
I'Iwidi ogidigamig gidaa-awi-nibaa.,You can go sleep upstairs.,"[{'word_form': ""i'iwidi"", 'fst_analyses': [""i'iwidi+ADVLoc""]}, {'word_form': 'ogidigamig', 'fst_analyses': ['ogidigamig+ADVLoc']}, {'word_form': 'gidaa-awi-nibaa', 'fst_analyses': ['PVTense/daa+PVDir/awi+nibaa+VAI+Ind+Pos+Neu+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
I'iwidi agaami-zaaga'igan wii-tazhi-niimiidim onaagoshig.,There's going to be a pow-wow over across the lake this evening.,"[{'word_form': ""i'iwidi"", 'fst_analyses': [""i'iwidi+ADVLoc""]}, {'word_form': ""agaami-zaaga'igan"", 'fst_analyses': [""PNLex/agaami+zaaga'igan+NI+Sg"", ""agaami-zaaga'igan+ADVLoc""]}, {'word_form': 'wii-tazhi-niimiidim', 'fst_analyses': []}, {'word_form': 'onaagoshig', 'fst_analyses': ['onaagoshin+VII+Cnj+Pos+Neu+0SgSubj', 'onaagoshin+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Akawe waabandan enaanimak jibwaa-aazhawa'oyan.,Check the wind first before you go across (by boat).,"[{'word_form': 'akawe', 'fst_analyses': ['akawe+ADVTmp']}, {'word_form': 'waabandan', 'fst_analyses': ['waabandan+VTI+Imp+Sim+2SgSubj+0PlObj', 'waabandan+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'enaanimak', 'fst_analyses': ['inaanimad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': ""jibwaa-aazhawa'oyan"", 'fst_analyses': [""PVTense/jibwaa+aazhawa'o+VAI+Cnj+Pos+Neu+2SgSubj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Wewiib aazhawa'odaa eshkwaa-dawaanimak.,Let's quickly paddle across since the wind has died down.,"[{'word_form': 'wewiib', 'fst_analyses': ['wewiib+ADVMan']}, {'word_form': ""aazhawa'odaa"", 'fst_analyses': [""aazhawa'o+VAI+Imp+Del+InclSubj"", ""aazhawa'o+VAI+Imp+Sim+InclSubj""]}, {'word_form': 'eshkwaa-dawaanimak', 'fst_analyses': ['PVLex/ishkwaa+dawaanimad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ningii-pezhigookam gii-baashkizwag waawaashkeshi.,I was alone in the canoe when I shot the deer.,"[{'word_form': 'ningii-pezhigookam', 'fst_analyses': ['PVTense/gii+bezhigookam+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': 'gii-baashkizwag', 'fst_analyses': ['PVTense/gii+baashkizwi+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj', 'PVTense/gii+baashkiz+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'waawaashkeshi', 'fst_analyses': ['waawaashkeshi+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Wekwaayaakwaang gii'-ani-izhi-gopibatoo waawaashkeshi.,The deer ran to the end of the woods.,"[{'word_form': 'wekwaayaakwaang', 'fst_analyses': []}, {'word_form': ""gii'-ani-izhi-gopibatoo"", 'fst_analyses': [""PVTense/gii'+PVDir/ani+PVRel/izhi+gopibatoo+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'waawaashkeshi', 'fst_analyses': ['waawaashkeshi+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Giinetawind omaa gidayaamin.,We're the only ones here.,"[{'word_form': 'giinetawind', 'fst_analyses': ['giinetawind+PRONPer+NA+Incl']}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': 'gidayaamin', 'fst_analyses': ['ayaa+VAI+Ind+Pos+Neu+InclSubj', 'ayaan+VTI+Ind+Pos+Neu+InclSubj+0PlObj', 'ayaan+VTI+Ind+Pos+Neu+InclSubj+0SgObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Wegonen gaa-pi-waabandaman gii-bi-bimibizoyan.,What did you see on your drive here?,"[{'word_form': 'wegonen', 'fst_analyses': ['wegonen+PRONInter+NI+Sg']}, {'word_form': 'gaa-pi-waabandaman', 'fst_analyses': []}, {'word_form': 'gii-bi-bimibizoyan', 'fst_analyses': ['PVTense/gii+PVDir/bi+bimibizo+VAI+Cnj+Pos+Neu+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gidaa-ozhitamaw ina minjikaawanag.,Can you make me some mitts?,"[{'word_form': 'gidaa-ozhitamaw', 'fst_analyses': ['PVTense/daa+ozhitamaw+VTA+Ind+Pos+Neu+2SgSubj+1SgObj']}, {'word_form': 'ina', 'fst_analyses': ['ina+PCDisc']}, {'word_form': 'minjikaawanag', 'fst_analyses': ['minjikaawan+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]",nj
Onzaam agaasiigiziwag niminjikaawanag. Ningii-kiikajininjiiwaj gii-gigishkawagwaa.,My mitts are too small and tight. My hands got cold when I wore them.,"[{'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'agaasiigiziwag', 'fst_analyses': ['agaasiigizi+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'niminjikaawanag', 'fst_analyses': ['minjikaawan+NA+ProxPl+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ningii-kiikajininjiiwaj', 'fst_analyses': ['PVTense/gii+giikajininjiiwaji+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': 'gii-gigishkawagwaa', 'fst_analyses': ['PVTense/gii+gigishkaw+VTA+Cnj+Pos+Neu+1SgSubj+3PlProxObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Aaniin enigokwegiziwaad giminjikaawanag.,What size are your mittens?,"[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'enigokwegiziwaad', 'fst_analyses': []}, {'word_form': 'giminjikaawanag', 'fst_analyses': ['minjikaawan+NA+ProxPl+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Maagizhaa awiya gidaa-wiidookawaa.,Maybe you can help somebody.,"[{'word_form': 'maagizhaa', 'fst_analyses': ['maagizhaa+ADVMan']}, {'word_form': 'awiya', 'fst_analyses': ['awiya+PRONIndf+NA']}, {'word_form': 'gidaa-wiidookawaa', 'fst_analyses': ['PVTense/daa+wiidookaw+VTA+Ind+Pos+Neu+2SgSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Awiya ogii'-waabamaan jiigikana niibawinid.,He saw somebody standing by the road.,"[{'word_form': 'awiya', 'fst_analyses': ['awiya+PRONIndf+NA']}, {'word_form': ""ogii'-waabamaan"", 'fst_analyses': [""PVTense/gii'+waabam+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj"", ""PVTense/gii'+waabam+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj""]}, {'word_form': 'jiigikana', 'fst_analyses': ['jiigikana+ADVLoc']}, {'word_form': 'niibawinid', 'fst_analyses': ['niibawi+VAI+Cnj+Pos+Neu+3PlObvSubj', 'niibawi+VAI+Cnj+Pos+Neu+3SgObvSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Awiya ningii'-noondawaa biibaagid gii-biidaabang.,I heard someone yelling at daybreak.,"[{'word_form': 'awiya', 'fst_analyses': ['awiya+PRONIndf+NA']}, {'word_form': ""ningii'-noondawaa"", 'fst_analyses': [""PVTense/gii'+noondaw+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj""]}, {'word_form': 'biibaagid', 'fst_analyses': ['biibaagi+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'gii-biidaabang', 'fst_analyses': ['PVTense/gii+biidaaban+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/gii+biidaaban+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gibaakwa'an ishkwaandem. Biindigeyaashi goon.,Shut the door. Snow is blowing inside.,"[{'word_form': ""gibaakwa'an"", 'fst_analyses': [""gibaakwa'an+VTI+Imp+Sim+2SgSubj+0PlObj"", ""gibaakwa'an+VTI+Imp+Sim+2SgSubj+0SgObj""]}, {'word_form': 'ishkwaandem', 'fst_analyses': ['ishkwaandem+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'biindigeyaashi', 'fst_analyses': ['biindigeyaashi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'goon', 'fst_analyses': ['goon+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Wegodogwenan onowe dinominan.,I wonder what kind of berries these are?,"[{'word_form': 'wegodogwenan', 'fst_analyses': ['wegodogwenan+PRONDub+NI+Pl']}, {'word_form': 'onowe', 'fst_analyses': ['onowe+PRONDem+NI+Pl', 'onowe+PRONDem+NA+ObvSg', 'onowe+PRONDem+NA+ObvPl']}, {'word_form': 'dinominan', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Jiigi-waakaa'igan dana'amaazo.,He's singing right by the side of the house.,"[{'word_form': ""jiigi-waakaa'igan"", 'fst_analyses': [""PNLex/jiigi+waakaa'igan+NI+Sg"", ""jiigi-waakaa'igan+ADVLoc""]}, {'word_form': ""dana'amaazo"", 'fst_analyses': [""dana'amaazo+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Onzaamiino goon.,There's a whole lot of snow.,"[{'word_form': 'onzaamiino', 'fst_analyses': ['onzaamiino+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'goon', 'fst_analyses': ['goon+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Onzaamiinowag animoshag omaa ishkoniganing. Miziwe wiinichigewag.,There's too many dogs on this reserve. They make a mess all over.,"[{'word_form': 'onzaamiinowag', 'fst_analyses': ['onzaamiino+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'animoshag', 'fst_analyses': ['animosh+NA+ProxPl']}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': 'ishkoniganing', 'fst_analyses': ['ishkonigan+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'miziwe', 'fst_analyses': ['miziwe+ADVLoc']}, {'word_form': 'wiinichigewag', 'fst_analyses': ['wiinichige+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gakina gii'-ani-naazibiiyaawanidiwag waa'-andowazhashkwewaad.,They all went down to the lake to go hunt for muskrats.,"[{'word_form': 'gakina', 'fst_analyses': ['gakina+ADVQnt']}, {'word_form': ""gii'-ani-naazibiiyaawanidiwag"", 'fst_analyses': [""PVTense/gii'+PVDir/ani+naazibiiyaawanidiwag+VAI+Ind+Pos+Neu+3PlProxSubj+3PlProxObj""]}, {'word_form': ""waa'-andowazhashkwewaad"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Gidaa-dibaakwa'aan epiitadeyaag gibiskitenaagan izhi-niiwin minik.,Measure the four corners of your birch bark basket to make sure they're even in depth.,"[{'word_form': ""gidaa-dibaakwa'aan"", 'fst_analyses': [""PVTense/daa+dibaakwa'an+VTI+Ind+Pos+Neu+2SgSubj+0SgObj""]}, {'word_form': 'epiitadeyaag', 'fst_analyses': ['apiitadeyaa+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': 'gibiskitenaagan', 'fst_analyses': ['biskitenaagan+NI+Sg+2SgPoss']}, {'word_form': 'izhi-niiwin', 'fst_analyses': ['PVRel/izhi+niiwinoon+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'minik', 'fst_analyses': ['minik+ADVQnt']}, {'word_form': '.', 'fst_analyses': []}]",nj
Bwaawaakidewan misan. Ganabaj onzaam ashkibiigisagadoon.,The firewood can't burn. Maybe it's too waterlogged.,"[{'word_form': 'bwaawaakidewan', 'fst_analyses': ['bwaawaakide+VII+Ind+Pos+Neu+0PlSubj']}, {'word_form': 'misan', 'fst_analyses': ['mishi+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'ashkibiigisagadoon', 'fst_analyses': ['ashkibiigisagad+VII+Ind+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Aaniin ekoonagak jiimaan?,How long is the boat?,"[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'ekoonagak', 'fst_analyses': ['akoonagad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': 'jiimaan', 'fst_analyses': ['jiimaan+NI+Sg']}, {'word_form': '?', 'fst_analyses': []}]",nj
Daajigade mamadookizi.,A coot is clumsy.,"[{'word_form': 'daajigade', 'fst_analyses': ['daajigade+NA+ProxSg']}, {'word_form': 'mamadookizi', 'fst_analyses': ['mamadookizi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Biinjidaw danwewebide naabikwaanens.,I hear a boat inland.,"[{'word_form': 'biinjidaw', 'fst_analyses': ['biinjidaw+ADVLoc']}, {'word_form': 'danwewebide', 'fst_analyses': ['danwewebide+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'naabikwaanens', 'fst_analyses': ['naabikwaanens+NI+Sg', 'naabikwaan+NI+Dim+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Niizhiwag niniijaanisag.,I have two children.,"[{'word_form': 'niizhiwag', 'fst_analyses': ['niizhiwag+VAIPL+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'niniijaanisag', 'fst_analyses': ['niijaanis+NAD+ProxPl+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Akawe niwii'-ozhige jibwaa-bagamibiisaang.,I want to set up the tent before the rain gets here.,"[{'word_form': 'akawe', 'fst_analyses': ['akawe+ADVTmp']}, {'word_form': ""niwii'-ozhige"", 'fst_analyses': [""PVTense/wii'+ozhige+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': 'jibwaa-bagamibiisaang', 'fst_analyses': ['PVTense/jibwaa+bagamibiisaan+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/jibwaa+bagamibiisaan+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Waawiikaa na ginaanaagadawenimaa gimishoomisiban.,Do you ever think about your late grandfather?,"[{'word_form': 'waawiikaa', 'fst_analyses': ['waawiikaa+ADVTmp']}, {'word_form': 'na', 'fst_analyses': ['na+PCDisc']}, {'word_form': 'ginaanaagadawenimaa', 'fst_analyses': ['naanaagadawenim+VTA+Ind+Pos+Neu+2SgSubj+3SgProxObj']}, {'word_form': 'gimishoomisiban', 'fst_analyses': ['mishoomis+NAD+Pret+ProxSg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Miskogizi miskwaabiimag.,The red willow has red twigs.,"[{'word_form': 'miskogizi', 'fst_analyses': ['miskogizi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'miskwaabiimag', 'fst_analyses': ['miskwaabiimag+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ishpimiing odinoo'igaagenan odoopwaaganan gaa-gaagiigidod.,She points her pipe stem toward the sky as she prays.,"[{'word_form': 'ishpimiing', 'fst_analyses': ['ishpimiing+ADVLoc']}, {'word_form': ""odinoo'igaagenan"", 'fst_analyses': []}, {'word_form': 'odoopwaaganan', 'fst_analyses': ['opwaagan+NA+ObvPl+3SgProxPoss', 'opwaagan+NA+ObvSg+3SgProxPoss']}, {'word_form': 'gaa-gaagiigidod', 'fst_analyses': ['PVSub/gaa+gaagiigido+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+gaagiigido+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ishpimiing niizh gizhibaayaashiwag migiziwag.,There's two eagles circling up in the sky.,"[{'word_form': 'ishpimiing', 'fst_analyses': ['ishpimiing+ADVLoc']}, {'word_form': 'niizh', 'fst_analyses': ['niizh+NUM']}, {'word_form': 'gizhibaayaashiwag', 'fst_analyses': ['gizhibaayaashi+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'migiziwag', 'fst_analyses': ['migizi+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]",nj
Mizhaabikaang onji-agwaakawewag gaa-pi-aazhawagaakowaad.,The ones crossing the lake came ashore by the rock.,"[{'word_form': 'mizhaabikaang', 'fst_analyses': []}, {'word_form': 'onji-agwaakawewag', 'fst_analyses': ['PVRel/onji+agwaakawe+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'gaa-pi-aazhawagaakowaad', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Waaboozwayaan gidaa-gibishe'onan giishpin aazhawagaakowin zaaga'igan gii-gichi-gisinaag.,You should put some rabbit skin in your ear if you are crossing the lake on a really cold day.,"[{'word_form': 'waaboozwayaan', 'fst_analyses': ['waaboozwayaan+NA+ProxSg']}, {'word_form': ""gidaa-gibishe'onan"", 'fst_analyses': []}, {'word_form': 'giishpin', 'fst_analyses': ['giishpin+ADVGram']}, {'word_form': 'aazhawagaakowin', 'fst_analyses': []}, {'word_form': ""zaaga'igan"", 'fst_analyses': [""zaaga'igan+NI+Sg""]}, {'word_form': 'gii-gichi-gisinaag', 'fst_analyses': ['PVTense/gii+PVLex/gichi+gisinaa+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/gii+PVLex/gichi+gisinaa+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Wegonen wenji-ondenimaad.,Why is he so envious of him?,"[{'word_form': 'wegonen', 'fst_analyses': ['wegonen+PRONInter+NI+Sg']}, {'word_form': 'wenji-ondenimaad', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Giga-gizhaagamizamawin waa'-mina'inaan.,I'll heat up something for you to drink.,"[{'word_form': 'giga-gizhaagamizamawin', 'fst_analyses': ['PVTense/ga+gizhaagamizamaw+VTA+Ind+Pos+Neu+1SgSubj+2SgObj']}, {'word_form': ""waa'-mina'inaan"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Obwaamaan ji-manisaagod odawemaan.,He refused to cut wood for his sister.,"[{'word_form': 'obwaamaan', 'fst_analyses': ['bwaam+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'bwaam+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'ji-manisaagod', 'fst_analyses': ['PVTense/daa+manisaw+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj', 'PVTense/ga+manisaw+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj', 'PVTense/daa+manisaw+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj', 'PVTense/ga+manisaw+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj', 'PVTense/daa+manisaw+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj', 'PVTense/ga+manisaw+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj', 'PVTense/daa+manisaw+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj', 'PVTense/ga+manisaw+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj']}, {'word_form': 'odawemaan', 'fst_analyses': ['dawemaaw+NAD+ObvPl+3SgProxPoss', 'dawemaa+NAD+ObvPl+3SgProxPoss', 'dawemaaw+NAD+ObvSg+3SgProxPoss', 'dawemaa+NAD+ObvSg+3SgProxPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ningii'-wiindamawaa noozhis Jason apane ji-niimasemaawed.,I've told my grandson Jason to always carry his tobacco with him.,"[{'word_form': ""ningii'-wiindamawaa"", 'fst_analyses': [""PVTense/gii'+wiindamaw+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj""]}, {'word_form': 'noozhis', 'fst_analyses': ['oozhis+NAD+ProxSg+1SgPoss']}, {'word_form': 'jason', 'fst_analyses': []}, {'word_form': 'apane', 'fst_analyses': ['apane+ADVTmp']}, {'word_form': 'ji-niimasemaawed', 'fst_analyses': ['PVTense/daa+niimasemaawe+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/ga+niimasemaawe+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Agaamaakwaa debwewidam gookooko'oo.,An owl can be heard from in the woods across the ridge.,"[{'word_form': 'agaamaakwaa', 'fst_analyses': ['agaamaakwaa+ADVLoc']}, {'word_form': 'debwewidam', 'fst_analyses': ['debwewidam+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""gookooko'oo"", 'fst_analyses': [""gookooko'oo+NA+ProxSg""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Andoojiishkan akawe miikana jibwaa-aazhawagaakobizoyan.,First feel for the trail with your foot before you drive across the ice.,"[{'word_form': 'andoojiishkan', 'fst_analyses': ['nandoojiishkan+VTI+Imp+Sim+2SgSubj+0PlObj', 'andoojiishkan+VTI+Imp+Sim+2SgSubj+0PlObj', 'nandoojiishkan+VTI+Imp+Sim+2SgSubj+0SgObj', 'andoojiishkan+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'akawe', 'fst_analyses': ['akawe+ADVTmp']}, {'word_form': 'miikana', 'fst_analyses': ['miikana+NI+Sg']}, {'word_form': 'jibwaa-aazhawagaakobizoyan', 'fst_analyses': ['PVTense/jibwaa+aazhawagaakobizo+VAI+Cnj+Pos+Neu+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Niigaan 'i jiimaan izhi-atoon.,Put it in the front of the canoe.,"[{'word_form': 'niigaan', 'fst_analyses': ['niigaan+ADVLoc']}, {'word_form': ""'i"", 'fst_analyses': [""'i+PRONDem+NI+Sg""]}, {'word_form': 'jiimaan', 'fst_analyses': ['jiimaan+NI+Sg']}, {'word_form': 'izhi-atoon', 'fst_analyses': ['PVRel/izhi+atoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'PVRel/izhi+atoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
